anchor_data_id,anchor_entity,anchor_wikipedia_url,anchor_entity_type,anchor_question,anchor_answer,anchor_question_type,target_side,method1_pair_entity,method1_pair_data_id,method1_pair_wikipedia_url,method1_pair_type,method1_similarity_basis,method1_composite_layout,method1_query,method1_expected_answer,method2_pair_entity,method2_pair_data_id,method2_pair_wikipedia_url,method2_pair_type,method2_similarity_basis,method2_composite_layout,method2_query,method2_query_with_position,method2_query_without_position,method2_expected_answer,distractor_entity,distractor_wikipedia_url,anchor_image_id,anchor_image_path,method1_pair_image_id,method1_pair_image_path,method2_pair_image_id,method2_pair_image_path,method1_composite_image_path,method2_composite_image_path,method1_image_status,method2_image_status,image_error
infoseek_val_00011309,Eremalche rotundifolia,https://en.wikipedia.org/wiki/Eremalche_rotundifolia,plant,Where is this plant native to at the country level?,Southwestern United States,String,left,Hymenophyllum demissum,infoseek_val_00038122,https://en.wikipedia.org/wiki/Hymenophyllum_demissum,plant,same_type,Eremalche rotundifolia(left) + Hymenophyllum demissum(right),Where is the plant on the left native to at the country level?,Southwestern United States,"Green Mosque, Bursa",infoseek_val_00017893,"https://en.wikipedia.org/wiki/Green_Mosque,_Bursa",facility,different_entity_type+cross_family,"Eremalche rotundifolia(left) + Green Mosque, Bursa(right)",Where is the plant on the left native to at the country level?,Where is the plant on the left native to at the country level?,Where is this plant native to at the country level?,Southwestern United States,"Green Mosque, Bursa","https://en.wikipedia.org/wiki/Green_Mosque,_Bursa",oven_04972628,images/infoseek/val/oven_04972628.jpg,oven_05043589,images/infoseek/val/oven_05043589.jpg,oven_04953740,images/infoseek/val/oven_04953740.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0792_infoseek_val_00011309__m1__infoseek_val_00038122.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0792_infoseek_val_00011309__m2__infoseek_val_00017893.jpg,saved,saved,
infoseek_val_00036009,Isatis tinctoria,https://en.wikipedia.org/wiki/Isatis_tinctoria,plant,What is the closest upper taxonomic rank of this plant?,family Brassicaceae,String,right,Bidens cernua,infoseek_val_00047716,https://en.wikipedia.org/wiki/Bidens_cernua,plant,same_type+same_question,Isatis tinctoria(right) + Bidens cernua(left),What is the closest upper taxonomic rank of the plant on the right?,family Brassicaceae,Rakvere,infoseek_val_00023731,https://en.wikipedia.org/wiki/Rakvere,town,different_entity_type+cross_family,Isatis tinctoria(right) + Rakvere(left),What is the closest upper taxonomic rank of the plant on the right?,What is the closest upper taxonomic rank of the plant on the right?,What is the closest upper taxonomic rank of this plant?,family Brassicaceae,Rakvere,https://en.wikipedia.org/wiki/Rakvere,oven_05066735,images/infoseek/val/oven_05066735.JPEG,oven_05039015,images/infoseek/val/oven_05039015.jpg,oven_05025562,images/infoseek/val/oven_05025562.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0793_infoseek_val_00036009__m1__infoseek_val_00047716.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0793_infoseek_val_00036009__m2__infoseek_val_00023731.jpg,saved,saved,
infoseek_val_00053043,Rhododendron maximum,https://en.wikipedia.org/wiki/Rhododendron_maximum,plant,What is the closest parent taxonomic rank of this plant?,species of Rhododendron,String,left,Lysimachia ciliata,infoseek_val_00066961,https://en.wikipedia.org/wiki/Lysimachia_ciliata,plant,same_type+same_question,Rhododendron maximum(left) + Lysimachia ciliata(right),What is the closest parent taxonomic rank of the plant on the left?,species of Rhododendron,Anderton Boat Lift,infoseek_val_00051444,https://en.wikipedia.org/wiki/Anderton_Boat_Lift,village,different_entity_type+cross_family,Rhododendron maximum(left) + Anderton Boat Lift(right),What is the closest parent taxonomic rank of the plant on the left?,What is the closest parent taxonomic rank of the plant on the left?,What is the closest parent taxonomic rank of this plant?,species of Rhododendron,Anderton Boat Lift,https://en.wikipedia.org/wiki/Anderton_Boat_Lift,oven_05039941,images/infoseek/val/oven_05039941.JPEG,oven_05029169,images/infoseek/val/oven_05029169.jpg,oven_05012008,images/infoseek/val/oven_05012008.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0794_infoseek_val_00053043__m1__infoseek_val_00066961.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0794_infoseek_val_00053043__m2__infoseek_val_00051444.jpg,saved,saved,
infoseek_val_00063594,Centaurea cineraria,https://en.wikipedia.org/wiki/Centaurea_cineraria,plant,"What is the closest upper taxonomic rank of this plant, such as family, order, or class?",Centaurea,String,right,Sidalcea oregana,infoseek_val_00001888,https://en.wikipedia.org/wiki/Sidalcea_oregana,plant,same_type+same_question,Centaurea cineraria(right) + Sidalcea oregana(left),"What is the closest upper taxonomic rank of the plant on the right, such as family, order, or class?",Centaurea,Gingham,infoseek_val_00053996,https://en.wikipedia.org/wiki/Gingham,material,different_entity_type+cross_family,Centaurea cineraria(right) + Gingham(left),"What is the closest upper taxonomic rank of the plant on the right, such as family, order, or class?","What is the closest upper taxonomic rank of the plant on the right, such as family, order, or class?","What is the closest upper taxonomic rank of this plant, such as family, order, or class?",Centaurea,Gingham,https://en.wikipedia.org/wiki/Gingham,oven_05066820,images/infoseek/val/oven_05066820.JPEG,oven_04965128,images/infoseek/val/oven_04965128.jpg,oven_05055603,images/infoseek/val/oven_05055603.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0795_infoseek_val_00063594__m1__infoseek_val_00001888.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0795_infoseek_val_00063594__m2__infoseek_val_00053996.jpg,saved,saved,
infoseek_val_00036671,Banteay Srei,https://en.wikipedia.org/wiki/Banteay_Srei,building,What country is this building located in?,Cambodia,String,left,Església de Sant Miquel d'Engolasters,infoseek_val_00008321,https://en.wikipedia.org/wiki/Esgl%C3%A9sia_de_Sant_Miquel_d%27Engolasters,building,same_type+same_question,Banteay Srei(left) + Església de Sant Miquel d'Engolasters(right),What country is the building on the left located in?,Cambodia,Blue shark,infoseek_val_00015469,https://en.wikipedia.org/wiki/Blue_shark,fish,different_entity_type+cross_family,Banteay Srei(left) + Blue shark(right),What country is the building on the left located in?,What country is the building on the left located in?,What country is this building located in?,Cambodia,Blue shark,https://en.wikipedia.org/wiki/Blue_shark,oven_05024438,images/infoseek/val/oven_05024438.jpg,oven_04958693,images/infoseek/val/oven_04958693.jpg,oven_04974702,images/infoseek/val/oven_04974702.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0796_infoseek_val_00036671__m1__infoseek_val_00008321.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0796_infoseek_val_00036671__m2__infoseek_val_00015469.jpg,saved,saved,
infoseek_val_00020479,Zantedeschia aethiopica,https://en.wikipedia.org/wiki/Zantedeschia_aethiopica,plant,What is the closest parent genus of this plant?,Zantedeschia,String,right,Betula nigra,infoseek_val_00033877,https://en.wikipedia.org/wiki/Betula_nigra,plant,same_type+same_question,Zantedeschia aethiopica(right) + Betula nigra(left),What is the closest parent genus of the plant on the right?,Zantedeschia,Radiology Associates Field at Jackie Robinson Ballpark,infoseek_val_00002779,https://en.wikipedia.org/wiki/Radiology_Associates_Field_at_Jackie_Robinson_Ballpark,building,different_entity_type+cross_family,Zantedeschia aethiopica(right) + Radiology Associates Field at Jackie Robinson Ballpark(left),What is the closest parent genus of the plant on the right?,What is the closest parent genus of the plant on the right?,What is the closest parent genus of this plant?,Zantedeschia,Radiology Associates Field at Jackie Robinson Ballpark,https://en.wikipedia.org/wiki/Radiology_Associates_Field_at_Jackie_Robinson_Ballpark,oven_05037718,images/infoseek/val/oven_05037718.jpg,oven_05031590,images/infoseek/val/oven_05031590.jpg,oven_04951217,images/infoseek/val/oven_04951217.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0797_infoseek_val_00020479__m1__infoseek_val_00033877.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0797_infoseek_val_00020479__m2__infoseek_val_00002779.jpg,saved,saved,
infoseek_val_00032172,Rohtas Fort,https://en.wikipedia.org/wiki/Rohtas_Fort,building,What country does this building belong to?,Pakistan,String,left,Space Needle,infoseek_val_00007505,https://en.wikipedia.org/wiki/Space_Needle,building,same_type+same_question,Rohtas Fort(left) + Space Needle(right),What country does the building on the left belong to?,Pakistan,Laetiporus gilbertsonii,infoseek_val_00036087,https://en.wikipedia.org/wiki/Laetiporus_gilbertsonii,fungus,different_entity_type+cross_family,Rohtas Fort(left) + Laetiporus gilbertsonii(right),What country does the building on the left belong to?,What country does the building on the left belong to?,What country does this building belong to?,Pakistan,Laetiporus gilbertsonii,https://en.wikipedia.org/wiki/Laetiporus_gilbertsonii,oven_05017269,images/infoseek/val/oven_05017269.jpg,oven_04955590,images/infoseek/val/oven_04955590.jpg,oven_05043637,images/infoseek/val/oven_05043637.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0798_infoseek_val_00032172__m1__infoseek_val_00007505.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0798_infoseek_val_00032172__m2__infoseek_val_00036087.jpg,saved,saved,
infoseek_val_00056433,Dythemis velox,https://en.wikipedia.org/wiki/Dythemis_velox,insect,What is the conservation status of this insect according to the International Union for Conservation of Nature?,Least Concern,String,right,Enallagma vesperum,infoseek_val_00037645,https://en.wikipedia.org/wiki/Enallagma_vesperum,insect,same_type+same_question,Dythemis velox(right) + Enallagma vesperum(left),What is the conservation status of the insect on the right according to the International Union for Conservation of Nature?,Least Concern,Kopaonik,infoseek_val_00013433,https://en.wikipedia.org/wiki/Kopaonik,mountain,different_entity_type+cross_family,Dythemis velox(right) + Kopaonik(left),What is the conservation status of the insect on the right according to the International Union for Conservation of Nature?,What is the conservation status of the insect on the right according to the International Union for Conservation of Nature?,What is the conservation status of this insect according to the International Union for Conservation of Nature?,Least Concern,Kopaonik,https://en.wikipedia.org/wiki/Kopaonik,oven_05040450,images/infoseek/val/oven_05040450.jpg,oven_05033365,images/infoseek/val/oven_05033365.jpg,oven_04950993,images/infoseek/val/oven_04950993.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0799_infoseek_val_00056433__m1__infoseek_val_00037645.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0799_infoseek_val_00056433__m2__infoseek_val_00013433.jpg,saved,saved,
infoseek_val_00040198,Plitvice Lakes National Park,https://en.wikipedia.org/wiki/Plitvice_Lakes_National_Park,park,How large is this park in square kilometres?,296.85,Numerical,left,National Mall,infoseek_val_00004705,https://en.wikipedia.org/wiki/National_Mall,park,same_type,Plitvice Lakes National Park(left) + National Mall(right),How large is the park on the left in square kilometres?,296.85,Ophrys sphegodes,infoseek_val_00030601,https://en.wikipedia.org/wiki/Ophrys_sphegodes,plant,different_entity_type+cross_family,Plitvice Lakes National Park(left) + Ophrys sphegodes(right),How large is the park on the left in square kilometres?,How large is the park on the left in square kilometres?,How large is this park in square kilometres?,296.85,Ophrys sphegodes,https://en.wikipedia.org/wiki/Ophrys_sphegodes,oven_05027001,images/infoseek/val/oven_05027001.jpg,oven_04952657,images/infoseek/val/oven_04952657.jpg,oven_05067066,images/infoseek/val/oven_05067066.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0800_infoseek_val_00040198__m1__infoseek_val_00004705.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0800_infoseek_val_00040198__m2__infoseek_val_00030601.jpg,saved,saved,
infoseek_val_00025445,Canna (plant),https://en.wikipedia.org/wiki/Canna_(plant),plant,To which family does this plant belong?,Cannaceae,String,right,Olive,infoseek_val_00031868,https://en.wikipedia.org/wiki/Olive,plant,same_type,Canna (plant)(right) + Olive(left),To which family does the plant on the right belong?,Cannaceae,Hearse,infoseek_val_00061656,https://en.wikipedia.org/wiki/Hearse,vehicle,different_entity_type+cross_family,Canna (plant)(right) + Hearse(left),To which family does the plant on the right belong?,To which family does the plant on the right belong?,To which family does this plant belong?,Cannaceae,Hearse,https://en.wikipedia.org/wiki/Hearse,oven_05027440,images/infoseek/val/oven_05027440.jpg,oven_04945090,images/infoseek/val/oven_04945090.JPEG,oven_05056064,images/infoseek/val/oven_05056064.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0801_infoseek_val_00025445__m1__infoseek_val_00031868.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0801_infoseek_val_00025445__m2__infoseek_val_00061656.jpg,saved,saved,
infoseek_val_00055533,Clintonia uniflora,https://en.wikipedia.org/wiki/Clintonia_uniflora,plant,What is the closest upper taxonomic rank of this plant?,Clintonia,String,left,Poinsettia,infoseek_val_00064835,https://en.wikipedia.org/wiki/Poinsettia,plant,same_type+same_question,Clintonia uniflora(left) + Poinsettia(right),What is the closest upper taxonomic rank of the plant on the left?,Clintonia,Pont des Invalides,infoseek_val_00026180,https://en.wikipedia.org/wiki/Pont_des_Invalides,bridge,different_entity_type+cross_family,Clintonia uniflora(left) + Pont des Invalides(right),What is the closest upper taxonomic rank of the plant on the left?,What is the closest upper taxonomic rank of the plant on the left?,What is the closest upper taxonomic rank of this plant?,Clintonia,Pont des Invalides,https://en.wikipedia.org/wiki/Pont_des_Invalides,oven_05029773,images/infoseek/val/oven_05029773.jpg,oven_04944669,images/infoseek/val/oven_04944669.JPEG,oven_05014753,images/infoseek/val/oven_05014753.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0802_infoseek_val_00055533__m1__infoseek_val_00064835.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0802_infoseek_val_00055533__m2__infoseek_val_00026180.jpg,saved,saved,
infoseek_val_00007476,McDonnell Douglas MD-11,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-11,aircraft,What was the exact date this aircraft entered into service?,1990 12 20,Time,right,McDonnell Douglas DC-10,infoseek_val_00005430,https://en.wikipedia.org/wiki/McDonnell_Douglas_DC-10,aircraft,same_type+same_question,McDonnell Douglas MD-11(right) + McDonnell Douglas DC-10(left),What was the exact date the aircraft on the right entered into service?,1990 12 20,Common sandpiper,infoseek_val_00049535,https://en.wikipedia.org/wiki/Common_sandpiper,bird,different_entity_type+cross_family,McDonnell Douglas MD-11(right) + Common sandpiper(left),What was the exact date the aircraft on the right entered into service?,What was the exact date the aircraft on the right entered into service?,What was the exact date this aircraft entered into service?,1990 12 20,Common sandpiper,https://en.wikipedia.org/wiki/Common_sandpiper,oven_04950551,images/infoseek/val/oven_04950551.jpg,oven_04950418,images/infoseek/val/oven_04950418.jpg,oven_05030007,images/infoseek/val/oven_05030007.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0803_infoseek_val_00007476__m1__infoseek_val_00005430.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0803_infoseek_val_00007476__m2__infoseek_val_00049535.jpg,saved,saved,
infoseek_val_00035556,Crucian carp,https://en.wikipedia.org/wiki/Crucian_carp,fish,What is the genus of this fish?,Carassius,String,left,Bonefish,infoseek_val_00046540,https://en.wikipedia.org/wiki/Bonefish,fish,same_type+same_question,Crucian carp(left) + Bonefish(right),What is the genus of the fish on the left?,Carassius,Embraer EMB 120 Brasilia,infoseek_val_00064793,https://en.wikipedia.org/wiki/Embraer_EMB_120_Brasilia,aircraft,different_entity_type+cross_family,Crucian carp(left) + Embraer EMB 120 Brasilia(right),What is the genus of the fish on the left?,What is the genus of the fish on the left?,What is the genus of this fish?,Carassius,Embraer EMB 120 Brasilia,https://en.wikipedia.org/wiki/Embraer_EMB_120_Brasilia,oven_05046952,images/infoseek/val/oven_05046952.JPEG,oven_05051020,images/infoseek/val/oven_05051020.JPEG,oven_05009686,images/infoseek/val/oven_05009686.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0804_infoseek_val_00035556__m1__infoseek_val_00046540.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0804_infoseek_val_00035556__m2__infoseek_val_00064793.jpg,saved,saved,
infoseek_val_00034593,Acer macrophyllum,https://en.wikipedia.org/wiki/Acer_macrophyllum,plant,Which geographic region is this plant found in?,"western North America, mostly near the Pacific coast, from southernmost Alaska to southern California",String,right,Myrsine australis,infoseek_val_00033665,https://en.wikipedia.org/wiki/Myrsine_australis,plant,same_type,Acer macrophyllum(right) + Myrsine australis(left),Which geographic region is the plant on the right found in?,"western North America, mostly near the Pacific coast, from southernmost Alaska to southern California",Pfäffikersee,infoseek_val_00037817,https://en.wikipedia.org/wiki/Pf%C3%A4ffikersee,lake,different_entity_type+cross_family,Acer macrophyllum(right) + Pfäffikersee(left),Which geographic region is the plant on the right found in?,Which geographic region is the plant on the right found in?,Which geographic region is this plant found in?,"western North America, mostly near the Pacific coast, from southernmost Alaska to southern California",Pfäffikersee,https://en.wikipedia.org/wiki/Pf%C3%A4ffikersee,oven_05038542,images/infoseek/val/oven_05038542.JPEG,oven_05030688,images/infoseek/val/oven_05030688.jpg,oven_05018413,images/infoseek/val/oven_05018413.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0805_infoseek_val_00034593__m1__infoseek_val_00033665.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0805_infoseek_val_00034593__m2__infoseek_val_00037817.jpg,saved,saved,
infoseek_val_00035694,Nasir-ol-Molk Mosque,https://en.wikipedia.org/wiki/Nasir-ol-Molk_Mosque,building,Who commissioned this building?,Mirza Hassan Ali Nasir-ol-Mulk,String,left,Aruchavank,infoseek_val_00005029,https://en.wikipedia.org/wiki/Aruchavank,building,same_type+same_question,Nasir-ol-Molk Mosque(left) + Aruchavank(right),Who commissioned the building on the left?,Mirza Hassan Ali Nasir-ol-Mulk,East Pacific red octopus,infoseek_val_00026690,https://en.wikipedia.org/wiki/East_Pacific_red_octopus,animal,different_entity_type+cross_family,Nasir-ol-Molk Mosque(left) + East Pacific red octopus(right),Who commissioned the building on the left?,Who commissioned the building on the left?,Who commissioned this building?,Mirza Hassan Ali Nasir-ol-Mulk,East Pacific red octopus,https://en.wikipedia.org/wiki/East_Pacific_red_octopus,oven_05013785,images/infoseek/val/oven_05013785.jpg,oven_04958604,images/infoseek/val/oven_04958604.jpg,oven_05041013,images/infoseek/val/oven_05041013.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0806_infoseek_val_00035694__m1__infoseek_val_00005029.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0806_infoseek_val_00035694__m2__infoseek_val_00026690.jpg,saved,saved,
infoseek_val_00026152,Parsonsia heterophylla,https://en.wikipedia.org/wiki/Parsonsia_heterophylla,plant,What is the closest parent genus of this plant?,Parsonsia,String,right,Bloomeria crocea,infoseek_val_00045619,https://en.wikipedia.org/wiki/Bloomeria_crocea,plant,same_type+same_question,Parsonsia heterophylla(right) + Bloomeria crocea(left),What is the closest parent genus of the plant on the right?,Parsonsia,Jell-O,infoseek_val_00010103,https://en.wikipedia.org/wiki/Jell-O,food,different_entity_type+cross_family,Parsonsia heterophylla(right) + Jell-O(left),What is the closest parent genus of the plant on the right?,What is the closest parent genus of the plant on the right?,What is the closest parent genus of this plant?,Parsonsia,Jell-O,https://en.wikipedia.org/wiki/Jell-O,oven_05029634,images/infoseek/val/oven_05029634.jpg,oven_05040954,images/infoseek/val/oven_05040954.jpg,oven_05000577,images/infoseek/val/oven_05000577.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0807_infoseek_val_00026152__m1__infoseek_val_00045619.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0807_infoseek_val_00026152__m2__infoseek_val_00010103.jpg,saved,saved,
infoseek_val_00026438,Sphaeropteris medullaris,https://en.wikipedia.org/wiki/Sphaeropteris_medullaris,plant,"What is the closest upper taxonomic rank of this plant, such as class, order, or family?",Cyathea,String,left,Lysimachia ciliata,infoseek_val_00066961,https://en.wikipedia.org/wiki/Lysimachia_ciliata,plant,same_type,Sphaeropteris medullaris(left) + Lysimachia ciliata(right),"What is the closest upper taxonomic rank of the plant on the left, such as class, order, or family?",Cyathea,Staunton River State Park,infoseek_val_00041523,https://en.wikipedia.org/wiki/Staunton_River_State_Park,park,different_entity_type+cross_family,Sphaeropteris medullaris(left) + Staunton River State Park(right),"What is the closest upper taxonomic rank of the plant on the left, such as class, order, or family?","What is the closest upper taxonomic rank of the plant on the left, such as class, order, or family?","What is the closest upper taxonomic rank of this plant, such as class, order, or family?",Cyathea,Staunton River State Park,https://en.wikipedia.org/wiki/Staunton_River_State_Park,oven_05045929,images/infoseek/val/oven_05045929.jpg,oven_05029169,images/infoseek/val/oven_05029169.jpg,oven_05017715,images/infoseek/val/oven_05017715.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0808_infoseek_val_00026438__m1__infoseek_val_00066961.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0808_infoseek_val_00026438__m2__infoseek_val_00041523.jpg,saved,saved,
infoseek_val_00063453,Texas river cooter,https://en.wikipedia.org/wiki/Texas_river_cooter,animal,Which state is this animal endemic to?,Texas,String,right,Pseudacris sierra,infoseek_val_00005348,https://en.wikipedia.org/wiki/Pseudacris_sierra,animal,same_type,Texas river cooter(right) + Pseudacris sierra(left),Which state is the animal on the right endemic to?,Texas,Kusumba Mosque,infoseek_val_00033192,https://en.wikipedia.org/wiki/Kusumba_Mosque,facility,different_entity_type+cross_family,Texas river cooter(right) + Kusumba Mosque(left),Which state is the animal on the right endemic to?,Which state is the animal on the right endemic to?,Which state is this animal endemic to?,Texas,Kusumba Mosque,https://en.wikipedia.org/wiki/Kusumba_Mosque,oven_05040236,images/infoseek/val/oven_05040236.jpg,oven_04973027,images/infoseek/val/oven_04973027.jpg,oven_05021476,images/infoseek/val/oven_05021476.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0809_infoseek_val_00063453__m1__infoseek_val_00005348.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0809_infoseek_val_00063453__m2__infoseek_val_00033192.jpg,saved,saved,
infoseek_val_00040737,Ilex glabra,https://en.wikipedia.org/wiki/Ilex_glabra,plant,What is the closest parent genus of this plant?,Ilex,String,left,Tradescantia virginiana,infoseek_val_00032499,https://en.wikipedia.org/wiki/Tradescantia_virginiana,plant,same_type+same_question,Ilex glabra(left) + Tradescantia virginiana(right),What is the closest parent genus of the plant on the left?,Ilex,Dejima,infoseek_val_00022856,https://en.wikipedia.org/wiki/Dejima,island,different_entity_type+cross_family,Ilex glabra(left) + Dejima(right),What is the closest parent genus of the plant on the left?,What is the closest parent genus of the plant on the left?,What is the closest parent genus of this plant?,Ilex,Dejima,https://en.wikipedia.org/wiki/Dejima,oven_05068812,images/infoseek/val/oven_05068812.JPEG,oven_05032319,images/infoseek/val/oven_05032319.jpg,oven_05025615,images/infoseek/val/oven_05025615.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0810_infoseek_val_00040737__m1__infoseek_val_00032499.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0810_infoseek_val_00040737__m2__infoseek_val_00022856.jpg,saved,saved,
infoseek_val_00059835,Dejima,https://en.wikipedia.org/wiki/Dejima,island,Which body of water is this island located in or adjacent to?,Nakashima River,String,right,Confederation Bridge,infoseek_val_00056501,https://en.wikipedia.org/wiki/Confederation_Bridge,island,same_type,Dejima(right) + Confederation Bridge(left),Which body of water is the island on the right located in or adjacent to?,Nakashima River,Sheep moth,infoseek_val_00049696,https://en.wikipedia.org/wiki/Sheep_moth,insect,different_entity_type+cross_family,Dejima(right) + Sheep moth(left),Which body of water is the island on the right located in or adjacent to?,Which body of water is the island on the right located in or adjacent to?,Which body of water is this island located in or adjacent to?,Nakashima River,Sheep moth,https://en.wikipedia.org/wiki/Sheep_moth,oven_05025610,images/infoseek/val/oven_05025610.jpg,oven_05018959,images/infoseek/val/oven_05018959.jpg,oven_05034050,images/infoseek/val/oven_05034050.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0811_infoseek_val_00059835__m1__infoseek_val_00056501.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0811_infoseek_val_00059835__m2__infoseek_val_00049696.jpg,saved,saved,
infoseek_val_00020980,Pont au Change,https://en.wikipedia.org/wiki/Pont_au_Change,bridge,What profession is this bridge named after?,goldsmiths and money changers,String,left,Blackfriars Bridge,infoseek_val_00036210,https://en.wikipedia.org/wiki/Blackfriars_Bridge,bridge,same_type,Pont au Change(left) + Blackfriars Bridge(right),What profession is the bridge on the left named after?,goldsmiths and money changers,Cero (fish),infoseek_val_00009943,https://en.wikipedia.org/wiki/Cero_(fish),fish,different_entity_type+cross_family,Pont au Change(left) + Cero (fish)(right),What profession is the bridge on the left named after?,What profession is the bridge on the left named after?,What profession is this bridge named after?,goldsmiths and money changers,Cero (fish),https://en.wikipedia.org/wiki/Cero_(fish),oven_05014983,images/infoseek/val/oven_05014983.jpg,oven_05015068,images/infoseek/val/oven_05015068.jpg,oven_04982661,images/infoseek/val/oven_04982661.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0812_infoseek_val_00020980__m1__infoseek_val_00036210.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0812_infoseek_val_00020980__m2__infoseek_val_00009943.jpg,saved,saved,
infoseek_val_00059961,Fontfroide Abbey,https://en.wikipedia.org/wiki/Fontfroide_Abbey,building,In which city is this building located?,Narbonne,String,right,Millennium of Russia,infoseek_val_00029973,https://en.wikipedia.org/wiki/Millennium_of_Russia,building,same_type+same_question,Fontfroide Abbey(right) + Millennium of Russia(left),In which city is the building on the right located?,Narbonne,Laetiporus gilbertsonii,infoseek_val_00036087,https://en.wikipedia.org/wiki/Laetiporus_gilbertsonii,fungus,different_entity_type+cross_family,Fontfroide Abbey(right) + Laetiporus gilbertsonii(left),In which city is the building on the right located?,In which city is the building on the right located?,In which city is this building located?,Narbonne,Laetiporus gilbertsonii,https://en.wikipedia.org/wiki/Laetiporus_gilbertsonii,oven_05025711,images/infoseek/val/oven_05025711.jpg,oven_05011417,images/infoseek/val/oven_05011417.jpg,oven_05043637,images/infoseek/val/oven_05043637.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0813_infoseek_val_00059961__m1__infoseek_val_00029973.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0813_infoseek_val_00059961__m2__infoseek_val_00036087.jpg,saved,saved,
infoseek_val_00020255,Lyssa zampa,https://en.wikipedia.org/wiki/Lyssa_zampa,insect,What is the genus of this insect?,Lyssa,String,left,Limenitis reducta,infoseek_val_00044675,https://en.wikipedia.org/wiki/Limenitis_reducta,insect,same_type+same_question,Lyssa zampa(left) + Limenitis reducta(right),What is the genus of the insect on the left?,Lyssa,Rakvere,infoseek_val_00029945,https://en.wikipedia.org/wiki/Rakvere,town,different_entity_type+cross_family,Lyssa zampa(left) + Rakvere(right),What is the genus of the insect on the left?,What is the genus of the insect on the left?,What is the genus of this insect?,Lyssa,Rakvere,https://en.wikipedia.org/wiki/Rakvere,oven_05030589,images/infoseek/val/oven_05030589.jpg,oven_05035574,images/infoseek/val/oven_05035574.jpg,oven_05025564,images/infoseek/val/oven_05025564.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0814_infoseek_val_00020255__m1__infoseek_val_00044675.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0814_infoseek_val_00020255__m2__infoseek_val_00029945.jpg,saved,saved,
