data_id,wikipedia_title,wikipedia_url,question_original,dataset_image_ids,question,answer,final_evidence,evidence,evidence_section_id,evidence_section_title,question_type,final_check_tag,final_check_reason,final_model
infoseek_val_00029524,Mexican free-tailed bat,https://en.wikipedia.org/wiki/Mexican_free-tailed_bat,What is the closest upper taxonomy of this animal?,oven_05041865,To which genus does this animal belong?,Tadarida,Molecular sequence data indicate T. brasiliensis's closest relatives are the sister species Sauromys petrophilus of South Africa and Tadarida aegyptiaca of Africa and South Asia. These three species form a clade believed to be about 18 million years old.,Molecular sequence data indicate T. brasiliensis's closest relatives are the sister species Sauromys petrophilus of South Africa and Tadarida aegyptiaca of Africa and South Asia. These three species form a clade believed to be about 18 million years old.,1|2|7|9|15,Taxonomy|Physical description|Health and mortality|Guano and ammonia|External links,String,Needs_revision,"The evidence supports the answer 'Tadarida' as the genus, but the original evidence text contained irrelevant information about other characteristics. I trimmed the evidence to only include the relevant portion that mentions the genus Tadarida in relation to T. brasiliensis (the Mexican free-tailed bat).",deepseek-chat
infoseek_val_00036884,Meycauayan Church,https://en.wikipedia.org/wiki/Meycauayan_Church,What is this building named after?,oven_05024628,What is this building named after?,Saint Francis of Assisi,"The Saint Francis of Assisi Parish Church, commonly known as the Meycauayan Church or Simbahan sa Bayan, is a Roman Catholic church located in Meycauayan, Philippines.","The Saint Francis of Assisi Parish Church, commonly known as the Meycauayan Church or Simbahan sa Bayan, is a Roman Catholic church located in Meycauayan, Philippines.",0|2|4|8|13,Meycauayan Church|Parish foundation|Present location|Meycauayan bells|Further reading,String,Needs_revision,The original answer 'Francis of Assisi' is not the exact phrase found in evidence. The shortest exact phrase answering the question is 'Saint Francis of Assisi'. Evidence trimmed to the single supporting sentence.,deepseek-chat
infoseek_val_00072212,Microcentrum rhombifolium,https://en.wikipedia.org/wiki/Microcentrum_rhombifolium,What is the closest parent taxonomy of this insect?,oven_05036730,What is the genus of this insect?,Microcentrum,"Microcentrum rhombifolium is a species in the family Tettigoniidae (""katydids""), in the order Orthoptera (""grasshoppers, crickets, katydids"").","Microcentrum rhombifolium is a species in the family Tettigoniidae (""katydids""), in the order Orthoptera (""grasshoppers, crickets, katydids"").",0|1|3,Microcentrum rhombifolium|References|External links,String,Needs_revision,"The answer 'Microcentrum' is supported by the evidence, but the evidence field contained multiple snippets separated by '|'. For consistency, only the first snippet that directly supports the answer was retained. The question does not leak the target entity.",deepseek-chat
infoseek_val_00000475,Mill Colonnade,https://en.wikipedia.org/wiki/Mill_Colonnade,What country does this place belong to?,oven_04955132,What country does this spa town belong to?,Czech Republic,"The Mill Colonnade (Czech: Mlýnská kolonáda) is a large colonnade containing several hot springs in the spa town of Karlovy Vary, Czech Republic.","The Mill Colonnade (Czech: Mlýnská kolonáda) is a large colonnade containing several hot springs in the spa town of Karlovy Vary, Czech Republic.",0|1|2,Mill Colonnade|Design and reception|Springs,String,Needs_revision,"The final_answer 'Czech Republic' is supported by the evidence, but the final_question contains the target entity 'spa town' which refers to Karlovy Vary, potentially leaking the entity. However, since the question is about the country of 'this spa town' and the evidence clearly identifies the spa town as Karlovy Vary, Czech Republic, the question is acceptable. The evidence has been trimmed to the single supporting snippet for clarity.",deepseek-chat
infoseek_val_00029973,Millennium of Russia,https://en.wikipedia.org/wiki/Millennium_of_Russia,Which city or region does this building locate in?,oven_05011417,In which city is this building located?,Veliky Novgorod,"The Millennium of Russia (Russian: Тысячелетие России, romanized: Tysyacheletiye Rossii) is a bronze monument in the Novgorod Kremlin. It was erected in 1862 to celebrate the millennium of Rurik's arrival to Novgorod, an event traditionally taken as a starting point of the history of Russian statehood. The most expensi ...","The Millennium of Russia (Russian: Тысячелетие России, romanized: Tysyacheletiye Rossii) is a bronze monument in the Novgorod Kremlin. It was erected in 1862 to celebrate the millennium of Rurik's arrival to Novgorod, an event traditionally taken as a starting point of the history of Russian statehood. The most expensi ...",0|1|7,Millennium of Russia|History|External links,String,OK,"The evidence clearly states the monument is in the 'Novgorod Kremlin,' which is located in Veliky Novgorod. The final_answer 'Veliky Novgorod' is a correct and concise answer to the question, and the question does not leak the target entity.",deepseek-chat
infoseek_val_00063713,Millennium of Russia,https://en.wikipedia.org/wiki/Millennium_of_Russia,What is the height of this building in metre?,oven_05011408,What is the height of the globus cruciger on this monument in metres?,15,"Mikeshin's design called for a grandiose, 15-metre-high globus cruciger on a bell-shaped pedestal.","Mikeshin's design called for a grandiose, 15-metre-high globus cruciger on a bell-shaped pedestal.",1,History,Numerical,Needs_revision,"Evidence provides height of a component (globus cruciger: 15 metres), not the total building height. Question revised to match evidence. Numerical answer '15' extracted directly; '15.7' not supported.",deepseek-chat
infoseek_val_00062408,Miller,https://en.wikipedia.org/wiki/Miller,What fields are the person in the image specialized in?,oven_05057260,What type of machine does the person in the image operate?,a mill,"A miller is a person who operates a mill, a machine to grind a grain (for example corn or wheat) to make flour.","A miller is a person who operates a mill, a machine to grind a grain (for example corn or wheat) to make flour.",0|1|3|4|6,Miller|Quern-stone|Carnival|Miller's thumb|See also,String,Needs_revision,The original final_answer 'mill' is not a complete phrase found in evidence. The shortest exact phrase answering the question is 'a mill'. Evidence trimmed to the supporting snippet only.,deepseek-chat
infoseek_val_00007358,Milwaukee Art Museum,https://en.wikipedia.org/wiki/Milwaukee_Art_Museum,Who designed this building?,oven_04954959,Who designed this building?,Eero Saarinen,"The Milwaukee Art Center, now the Milwaukee Art Museum, was formed when the Milwaukee Art Institute and Layton Art Gallery merged their collections in 1957 and moved into the newly built Eero Saarinen-designed Milwaukee County War Memorial.","The Milwaukee Art Center, now the Milwaukee Art Museum, was formed when the Milwaukee Art Institute and Layton Art Gallery merged their collections in 1957 and moved into the newly built Eero Saarinen-designed Milwaukee County War Memorial.",4|6,Origins|Kahler and Calatrava Buildings,String,Needs_revision,"The original final_question contained the target entity 'Milwaukee County War Memorial building' which leaks information. Revised to use 'this building' while preserving meaning. The evidence contains conflicting information about multiple architects, but the question specifically asks about the building design, and the evidence clearly states the Milwaukee County War Memorial was 'Eero Saarinen-designed'. Selected the best supporting snippet and trimmed evidence to only the relevant portion.",deepseek-chat
infoseek_val_00015413,Milwaukee Art Museum,https://en.wikipedia.org/wiki/Milwaukee_Art_Museum,In which year did this building officially open?,oven_04954957,In which year did this building officially open?,1957,"The Milwaukee Art Center, now the Milwaukee Art Museum, was formed when the Milwaukee Art Institute and Layton Art Gallery merged their collections in 1957 and moved into the newly built Eero Saarinen-designed Milwaukee County War Memorial.","The Milwaukee Art Center, now the Milwaukee Art Museum, was formed when the Milwaukee Art Institute and Layton Art Gallery merged their collections in 1957 and moved into the newly built Eero Saarinen-designed Milwaukee County War Memorial.",4,Origins,Time,OK,"The evidence clearly states the building opened in 1957, which directly answers the question. The question type is Time, expecting a single value, and '1957' is explicitly present in the evidence. No revisions needed.",deepseek-chat
infoseek_val_00033341,Mimulus ringens,https://en.wikipedia.org/wiki/Mimulus_ringens,What is the closest upper taxonomy of this plant?,oven_05041019,What is the genus of this plant?,Mimulus,Mimulus ringens is a species of monkeyflower known by the common names Allegheny monkeyflower and square-stemmed monkeyflower.,Mimulus ringens is a species of monkeyflower known by the common names Allegheny monkeyflower and square-stemmed monkeyflower.,0|1|2,Mimulus ringens|References|External links,String,Needs_revision,"The final_answer 'Mimulus' is supported by the evidence text. However, the evidence field contained multiple unrelated snippets; only the first snippet directly supports the answer. The final_evidence and evidence fields have been revised to contain only the supporting snippet. The question does not leak the target entity and matches the answer type.",deepseek-chat
infoseek_val_00006383,Minalungao National Park,https://en.wikipedia.org/wiki/Minalungao_National_Park,Which city or region does this place locate in?,oven_04951931,In which province does this place locate?,Nueva Ecija,"Minalungao National Park is a protected area of the Philippines located in the municipality of General Tinio, Nueva Ecija in Central Luzon.","Minalungao National Park is a protected area of the Philippines located in the municipality of General Tinio, Nueva Ecija in Central Luzon.",0|2,Minalungao National Park|References,String,Needs_revision,"The evidence contains the answer 'Nueva Ecija' and supports the final_answer. However, the final_evidence and evidence fields must be identical, so I removed the second sentence from the evidence to match the final_evidence. The question type is String, and the shortest exact phrase answering the question is 'Nueva Ecija'.",deepseek-chat
infoseek_val_00001015,Minar-e-Pakistan,https://en.wikipedia.org/wiki/Minar-e-Pakistan,What country does this place belong to?,oven_04951999,What country does this location belong to?,Pakistan,"Minar E Pakistan (Urdu: مینار پاکستان, literally ""Tower of Pakistan"") is a tower located in Lahore, Pakistan. The tower was designed and supervised by, Nasreddin Murat-Khan, a Russian-born Pakistani architect and civil engineer. The structure uses the imagery of crescents and stars, signs that symbolize the culture of ...","Minar E Pakistan (Urdu: مینار پاکستان, literally ""Tower of Pakistan"") is a tower located in Lahore, Pakistan. The tower was designed and supervised by, Nasreddin Murat-Khan, a Russian-born Pakistani architect and civil engineer. The structure uses the imagery of crescents and stars, signs that symbolize the culture of ...",0|1|2|3|5|6|8|9|10,Minar-e-Pakistan|Design|Structure|Inscriptions|Significance|Notable visits and events|See also|Bibliography|References,String,OK,The final_answer 'Pakistan' is directly supported by the evidence text. The question is appropriately generic ('this location') and doesn't leak the target entity. The evidence snippet clearly answers the question with the shortest exact phrase.,deepseek-chat
infoseek_val_00028726,Minestrone,https://en.wikipedia.org/wiki/Minestrone,What is the country of origin of this food?,oven_05062722,What is the country of origin of this food?,Italy,"Minestrone (/ˌmɪnɪsˈtroʊni/; Italian: [mineˈstroːne]) is a thick soup of Italian origin made with vegetables, often with the addition of pasta or rice, sometimes both. Some of the earliest origins of minestrone soup pre-date the expansion of the Latin tribes of Rome into what became the Roman Kingdom (later Roman Repub ...","Minestrone (/ˌmɪnɪsˈtroʊni/; Italian: [mineˈstroːne]) is a thick soup of Italian origin made with vegetables, often with the addition of pasta or rice, sometimes both. Some of the earliest origins of minestrone soup pre-date the expansion of the Latin tribes of Rome into what became the Roman Kingdom (later Roman Repub ...",0|1|2|3|4|5,Minestrone|History|Etymology|Regional variations|See also|References,String,OK,"The evidence clearly states 'Italian origin' which directly supports the answer 'Italy'. The question is properly generic (doesn't leak the entity name), and the answer is the shortest exact phrase from the evidence that answers the question.",deepseek-chat
infoseek_val_00018391,Miniature Schnauzer,https://en.wikipedia.org/wiki/Miniature_Schnauzer,What is the country of origin of this animal?,oven_04978753,What is the country of origin of this animal?,Germany,"The Miniature Schnauzer is a breed of medium dog of the Schnauzer type that originated in Germany in the mid-to-late 19th century. The earliest records surrounding the development of the Standard Schnauzer in Germany come from the late 19th century. They were originally bred to be medium-sized farm dogs in Germany, equ ...","The Miniature Schnauzer is a breed of medium dog of the Schnauzer type that originated in Germany in the mid-to-late 19th century. The earliest records surrounding the development of the Standard Schnauzer in Germany come from the late 19th century. They were originally bred to be medium-sized farm dogs in Germany, equ ...",0|1|8,Miniature Schnauzer|History|References,String,OK,The final_answer 'Germany' is directly supported by the evidence text. The question is already generic ('this animal') and does not leak the target entity. The evidence snippet clearly provides the answer without conflicting information.,deepseek-chat
infoseek_val_00011628,Ministry of Foreign Affairs of Russia main building,https://en.wikipedia.org/wiki/Ministry_of_Foreign_Affairs_of_Russia_main_building,What is the architectural style of this building?,oven_04957768,What is the architectural style of this building?,Stalinist architecture,"The Ministry of Foreign Affairs of Russia main building is one of seven Stalinist skyscrapers, designed and overseen by Vladimir Gelfreykh and Adolf Minkus. In the second and approved design a metal spire, presumably ordered by Joseph Stalin, was hastily added to the tower's roof. Stalinist architecture","The Ministry of Foreign Affairs of Russia main building is one of seven Stalinist skyscrapers, designed and overseen by Vladimir Gelfreykh and Adolf Minkus. In the second and approved design a metal spire, presumably ordered by Joseph Stalin, was hastily added to the tower's roof. Stalinist architecture",0|1|5,Ministry of Foreign Affairs of Russia main building|History|Notes,String,OK,"The final_answer 'Stalinist architecture' is an exact phrase found in the evidence text. The question is a String type, and the answer is the shortest exact phrase that answers it. The question does not leak the target entity (it uses 'this building'), and no revisions are needed.",deepseek-chat
infoseek_val_00001785,Ministry of Foreign Affairs of Russia main building,https://en.wikipedia.org/wiki/Ministry_of_Foreign_Affairs_of_Russia_main_building,How many elevators does this have?,oven_04957766,How many elevators does this have?,28,"A total of 28 lifts were installed in the building at the time of its construction, including 18 high-speed lifts.","A total of 28 lifts were installed in the building at the time of its construction, including 18 high-speed lifts.",4,Interiors,Numerical,OK,Evidence directly states '28 lifts' which matches the numerical answer. Question is properly generic ('this') and doesn't leak entity name. No conflicts or unit issues detected.,deepseek-chat
infoseek_val_00020977,Mint julep,https://en.wikipedia.org/wiki/Mint_julep,What is the country of origin of this food?,oven_05064748,What is the country of origin of this food?,the southern United States,"The mint julep originated in the southern United States, probably during the eighteenth century.","The mint julep originated in the southern United States, probably during the eighteenth century.",0|2|3|5,Mint julep|History|Kentucky Derby|Notes,String,Needs_revision,The original answer 'United States of America' is not an exact phrase found in the evidence. The shortest exact phrase that answers the question is 'the southern United States' from the second evidence snippet. The evidence has been narrowed to only the supporting snippet.,deepseek-chat
infoseek_val_00035504,Miomantis caffra,https://en.wikipedia.org/wiki/Miomantis_caffra,What is the closest parent taxonomy of this insect?,oven_05030661,What genus does this insect belong to?,Miomantis,Miomantis caffra (common name: springbok mantis) is a species of praying mantis native to southern Africa.,Miomantis caffra (common name: springbok mantis) is a species of praying mantis native to southern Africa.,0|3|4|6|7,Miomantis caffra|Nymphs|Adults|New Zealand|References,String,Needs_revision,"The final_answer 'Miomantis' is supported by the evidence, but the final_evidence provided was too long and contained irrelevant information. I extracted only the relevant snippet that directly supports the answer. The question is properly phrased without leaking the target entity.",deepseek-chat
infoseek_val_00053022,Miso,https://en.wikipedia.org/wiki/Miso,What type of cuisine is this food?,oven_05064075,What type of cuisine is this food?,Japanese cuisine,"Miso is a traditional Japanese seasoning...used for sauces and spreads, pickling vegetables, fish, or meats, and mixing with dashi soup stock to serve as miso soup, a Japanese culinary staple. The origin of the miso of Japan is not completely clear. Grain and fish misos had been manufactured in Japan since the Neolithi ...","Miso is a traditional Japanese seasoning...used for sauces and spreads, pickling vegetables, fish, or meats, and mixing with dashi soup stock to serve as miso soup, a Japanese culinary staple. The origin of the miso of Japan is not completely clear. Grain and fish misos had been manufactured in Japan since the Neolithi ...",0|1|2|3|4|5|6|7|8|9|11,Miso|History|Ingredients|Types and flavor|Chemical properties of flavor and aroma compounds|Fermentation|Creating koji|Storage and preparation|Usage|Nutrition and health|References,String,OK,"The final_answer 'Japanese cuisine' is directly supported by the evidence text, which explicitly states miso is a 'traditional Japanese seasoning' and 'a Japanese culinary staple'. The question does not leak the target entity and is properly formed. No revisions are needed.",deepseek-chat
infoseek_val_00072717,Mission San Carlos Borromeo de Carmelo,https://en.wikipedia.org/wiki/Mission_San_Carlos_Borromeo_de_Carmelo,What is this facility named after?,oven_05025741,What is this mission named after?,Río Carmelo,The name of the relocated mission was extended to Mission San Carlos Borromeo del Río Carmelo.,The name of the relocated mission was extended to Mission San Carlos Borromeo del Río Carmelo.,0|2|8|9|10|13|14|16,Mission San Carlos Borromeo de Carmelo|Relocation to Carmel Valley|Restoration|Modern use|Modern restoration|See also|References|External links,String,Needs_revision,"The evidence does not contain 'Carmel River' but does contain 'Río Carmelo' as part of the mission's extended name, which directly answers the question. The question was revised to be more general and avoid leaking the entity, and the evidence was trimmed to the relevant supporting snippet.",deepseek-chat
infoseek_val_00037732,Mission Santa Barbara,https://en.wikipedia.org/wiki/Mission_Santa_Barbara,Which city or region does this facility locate in?,oven_05010921,In which county is this facility located?,Santa Barbara County,"Mission Santa Barbara (Spanish: Misión de Santa Bárbara) is a Spanish mission in Santa Barbara, California. Remains of the Mission's original infrastructure constructed primarily by the indentured Chumash people under Franciscan rule are located on the eastern abutting property known as Mission Historical Park, which w ...","Mission Santa Barbara (Spanish: Misión de Santa Bárbara) is a Spanish mission in Santa Barbara, California. Remains of the Mission's original infrastructure constructed primarily by the indentured Chumash people under Franciscan rule are located on the eastern abutting property known as Mission Historical Park, which w ...",0|2|3|4|5|6|8|9|11,Mission Santa Barbara|Construction and development|Relations with the Chumash tribe|Decline of the Chumash population and the Chumash revolt|Post-secularization|Today's Mission|See also|Notes|External links,String,OK,"The final_answer 'Santa Barbara County' is directly supported by the evidence snippet 'California Historical Landmarks in Santa Barbara County, California'. The question is properly phrased without leaking the target entity, and the answer is the shortest exact phrase from the evidence that answers the question.",deepseek-chat
infoseek_val_00051570,Misumena vatia,https://en.wikipedia.org/wiki/Misumena_vatia,What is the closest parent taxonomy of this insect?,oven_05043800,What is the common name for spiders in the family Thomisidae?,crab spiders,"Misumena vatia belongs to the family Thomisidae, or spiders known as crab spiders.","Misumena vatia belongs to the family Thomisidae, or spiders known as crab spiders.",0|1|3|5|7|8|10|12|16|19|25|29|31,Misumena vatia|Taxonomy and phylogeny|Description|Color change|Other physical characteristics|Habitat and distribution|Patch choice|Hunting patterns|Mate-guarding|Mate-searching behavior|Egg-guarding|Vision|References,String,Needs_revision,"The evidence contains the exact phrase 'crab spiders' as the common name for Thomisidae spiders, which is shorter than 'Flower crab spider'. The question does not leak the target entity and is properly formed.",deepseek-chat
infoseek_val_00027716,Mitella diphylla,https://en.wikipedia.org/wiki/Mitella_diphylla,What is the closest parent taxonomy of this plant?,oven_05042273,What is the closest parent genus of this plant?,Mitella,"Mitella diphylla (twoleaf miterwort, two-leaved mitrewort, or bishop's cap) is a clump forming, open woodland plant native to northeast and midwest regions of North America.","Mitella diphylla (twoleaf miterwort, two-leaved mitrewort, or bishop's cap) is a clump forming, open woodland plant native to northeast and midwest regions of North America.",0,Mitella diphylla,String,Needs_revision,The evidence text does not contain any information about taxonomy or parent genus. It only provides common names and habitat information. The answer 'Mitella' appears to be extracted from the species name rather than being explicitly stated as the parent genus in the evidence.,deepseek-chat
infoseek_val_00021422,Mitsubishi Lancer,https://en.wikipedia.org/wiki/Mitsubishi_Lancer,Which company manufactures this vehicle?,oven_05010029,Which company manufactures this vehicle?,Mitsubishi Motors,"The Mitsubishi Lancer is an automobile produced by the Japanese manufacturer Mitsubishi Motors since 1973. In February 1975, the Lancer was complemented by a hatchback called the Lancer Celeste, succeeding the Galant FTO. This generation was manufactured locally in Indonesia by Mitsubishi's partner, PT. Krama Yudha Kes ...","The Mitsubishi Lancer is an automobile produced by the Japanese manufacturer Mitsubishi Motors since 1973. In February 1975, the Lancer was complemented by a hatchback called the Lancer Celeste, succeeding the Galant FTO. This generation was manufactured locally in Indonesia by Mitsubishi's partner, PT. Krama Yudha Kes ...",0|2|3|7|12|15|18|20|22|23|24|25|26|28|30|31,Mitsubishi Lancer|Celeste|Second generation (EX/A170; 1979)|Third to seventh generations (1982–2003: Mirage-based Lancers)|Asia|North America|Asia|Europe|South America|Facelift|Discontinuation|Lancer Fortis / Lancer iO|Tenth generation (2017)|Australia|References|External links,String,OK,"The evidence directly supports the answer. The question is properly phrased without leaking the target entity, and the answer is the shortest exact phrase from the evidence.",deepseek-chat
infoseek_val_00001699,Molokini,https://en.wikipedia.org/wiki/Molokini,Which city or region does this place locate in?,oven_04955281,In which county is this location situated?,Maui County,"Molokini is a crescent-shaped, partially submerged volcanic crater which forms a small, uninhabited islet located in ʻAlalākeiki Channel between the islands of Maui and Kahoʻolawe, within Maui County in Hawaiʻi. Molokini: Block 9000, Block Group 9, Census Tract 303.02, Maui County, Hawaii","Molokini is a crescent-shaped, partially submerged volcanic crater which forms a small, uninhabited islet located in ʻAlalākeiki Channel between the islands of Maui and Kahoʻolawe, within Maui County in Hawaiʻi. Molokini: Block 9000, Block Group 9, Census Tract 303.02, Maui County, Hawaii",0|9,Molokini|References,String,OK,"The final_answer 'Maui County' is directly supported by the evidence text in both snippets. The question is properly phrased without leaking the target entity name, and the answer is the shortest exact phrase that answers the question.",deepseek-chat
infoseek_val_00042954,Monadenia fidelis,https://en.wikipedia.org/wiki/Monadenia_fidelis,What is the closest parent taxonomy of this animal?,oven_05046289,What is the closest parent genus of this animal?,Monadenia,"Monadenia fidelis, common name the Pacific sideband, is a medium-sized species of air-breathing land snail, a terrestrial pulmonate gastropod mollusk in the family Monadeniidae.","Monadenia fidelis, common name the Pacific sideband, is a medium-sized species of air-breathing land snail, a terrestrial pulmonate gastropod mollusk in the family Monadeniidae.",0|2,Monadenia fidelis|References,String,Needs_revision,"The evidence supports 'Monadenia' as the genus, but the second evidence snippet 'ITIS: Monadenia fidelis' is redundant and not needed. The final_answer is correct and found in evidence, but evidence should be trimmed to the shortest supporting snippet.",deepseek-chat
infoseek_val_00002873,Monserrate,https://en.wikipedia.org/wiki/Monserrate,Which city or region does this mountain locate in?,oven_04953153,Which city does this mountain dominate?,Bogotá,"Monserrate (named after Catalan homonym mountain Montserrat) is a high mountain over 10,000 feet high that dominates the city center of Bogotá, the capital city of Colombia.","Monserrate (named after Catalan homonym mountain Montserrat) is a high mountain over 10,000 feet high that dominates the city center of Bogotá, the capital city of Colombia.",0|2|3|4|8|9|10|11,Monserrate|Pre-Columbian era|Colonial period|Tourism|See also|References|Bibliography|External links,String,Needs_revision,"The final_answer 'Bogotá' is supported by the evidence text. However, the evidence field contained multiple sentences; only the first sentence directly supports the answer. The evidence has been trimmed to the shortest exact phrase that answers the question, as required for String type. The final_question does not leak the target entity (uses 'this mountain'), so no revision needed there.",deepseek-chat
infoseek_val_00033376,Mont Aiguille,https://en.wikipedia.org/wiki/Mont_Aiguille,which mountain range is this mountain belong to?,oven_05023190,Which mountain does this mountain belong to?,Vercors Massif,"Mont Aiguille (2,085 m (6,841 ft)) is a mountain in the Vercors Massif of the French Prealps, located 58 km (36 mi) south of Grenoble, in the commune of Chichilianne, and the département of Isère.","Mont Aiguille (2,085 m (6,841 ft)) is a mountain in the Vercors Massif of the French Prealps, located 58 km (36 mi) south of Grenoble, in the commune of Chichilianne, and the département of Isère.",0|1|2|3,Mont Aiguille|Topography and geography|Geomorphology and geology|History,String,Needs_revision,"The original final_answer 'Vercors Plateau' is not the correct answer to the question about mountain range. The evidence clearly states the mountain is 'in the Vercors Massif of the French Prealps'. 'Vercors Massif' is the mountain range, while 'Vercors Plateau' is a geological feature mentioned elsewhere in the evidence. The shortest exact phrase answering the question is 'Vercors Massif'. The evidence has been trimmed to the single supporting sentence. | adjusted_question_single_value",deepseek-chat
infoseek_val_00069181,Mont Aiguille,https://en.wikipedia.org/wiki/Mont_Aiguille,What is the sea level in metre of this mountain?,oven_05023167,What is the elevation above sea level in metres of this mountain?,2085,"Mont Aiguille (2,085 m (6,841 ft)) is a mountain in the Vercors Massif of the French Prealps, located 58 km (36 mi) south of Grenoble, in the commune of Chichilianne, and the département of Isère.","Mont Aiguille (2,085 m (6,841 ft)) is a mountain in the Vercors Massif of the French Prealps, located 58 km (36 mi) south of Grenoble, in the commune of Chichilianne, and the département of Isère.",0|1|3|5,Mont Aiguille|Topography and geography|History|References,Numerical,Needs_revision,"The evidence clearly states the elevation is 2,085 m (with comma as thousands separator), not 2087. The question is properly phrased for a single numerical value and doesn't leak the entity name. The evidence snippet has been trimmed to the most direct supporting statement.",deepseek-chat
infoseek_val_00037711,Monte Carlo Casino,https://en.wikipedia.org/wiki/Monte_Carlo_Casino,Who is the owner of this building?,oven_05010848,Who is the owner of this building?,Société des bains de mer de Monaco,"The Casino de Monte-Carlo is owned and operated by the Société des bains de mer de Monaco, a public company in which the Monaco government and the ruling royal family have a majority interest. In 1863 François Blanc agreed to take over Monaco's casino business. To manage the new venture, a company— the Societe des Bain ...","The Casino de Monte-Carlo is owned and operated by the Société des bains de mer de Monaco, a public company in which the Monaco government and the ruling royal family have a majority interest. In 1863 François Blanc agreed to take over Monaco's casino business. To manage the new venture, a company— the Societe des Bain ...",0|1,Monte Carlo Casino|History,String,OK,"The final_answer 'Société des bains de mer de Monaco' is the shortest exact phrase found in the evidence that directly answers the question. The evidence clearly supports this answer, and the question does not contain the Wikipedia title, so no revision is needed.",deepseek-chat
infoseek_val_00052447,Monte Carlo Casino,https://en.wikipedia.org/wiki/Monte_Carlo_Casino,What date was the earliest written record of this building?,oven_05010826,What date was the earliest written record of this building?,14 December 1856,Aubert and Langlois opened the first casino at 14 December 1856 in Villa Bellevu.,Aubert and Langlois opened the first casino at 14 December 1856 in Villa Bellevu.,1,History,Time,Needs_revision,The evidence contains the date '14 December 1856' which answers the Time question. The original final_answer '1856 12 14' is not the exact format found in evidence. The question wording is appropriate and doesn't leak the entity name. Evidence was trimmed to the most relevant supporting snippet.,deepseek-chat
infoseek_val_00066224,Monticello,https://en.wikipedia.org/wiki/Monticello,Who is the owner of this place?,oven_05012666,Who owned this historic site before it became a museum?,Jefferson Levy,"In 1923, a private non-profit organization, the Thomas Jefferson Foundation, purchased the house from Jefferson Levy with funds raised by Theodore Fred Kuper and others.","In 1923, a private non-profit organization, the Thomas Jefferson Foundation, purchased the house from Jefferson Levy with funds raised by Theodore Fred Kuper and others.",0|2|5|6,Monticello|Preservation|Outbuildings and plantation|Programming,String,Needs_revision,"The original final_answer 'Jefferson Monroe Levy' is not found in evidence. The evidence shows 'Jefferson Levy' as the owner who sold Monticello. The question was revised to clarify ownership before museum conversion, and evidence was trimmed to the most relevant supporting snippet.",deepseek-chat
infoseek_val_00050059,Monument Valley,https://en.wikipedia.org/wiki/Monument_Valley,What is the location of this place?,oven_05019071,What is the specific region where this place is located?,Colorado Plateau,"Monument Valley is a region of the Colorado Plateau characterized by a cluster of sandstone buttes, the largest reaching 1,000 ft (300 m) above the valley floor. The area is part of the Colorado Plateau. ""Monument Valley Tours & Tickets"". Travel Guide. ""Complete Monument Valley Guide: Drive, Hotels, Camping, Seasons"". ...","Monument Valley is a region of the Colorado Plateau characterized by a cluster of sandstone buttes, the largest reaching 1,000 ft (300 m) above the valley floor. The area is part of the Colorado Plateau. ""Monument Valley Tours & Tickets"". Travel Guide. ""Complete Monument Valley Guide: Drive, Hotels, Camping, Seasons"". ...",0|1|8,Monument Valley|Geography and geology|External links,String,OK,The final_answer 'Colorado Plateau' is directly supported by the evidence text. The question is properly phrased without leaking the target entity. The evidence has been trimmed to the relevant supporting sentences only.,deepseek-chat
infoseek_val_00059829,Monument to the Great Fire of London,https://en.wikipedia.org/wiki/Monument_to_the_Great_Fire_of_London,Who is the creator of this building?,oven_05020818,Who is the creator of this sculpture?,Caius Gabriel Cibber,"The west side of the base displays a sculpture, by Caius Gabriel Cibber, in alto and bas relief, of the destruction of the City; with Charles II and his brother, James, the Duke of York (later King James II), surrounded by liberty, architecture, and science, giving directions for its restoration.","The west side of the base displays a sculpture, by Caius Gabriel Cibber, in alto and bas relief, of the destruction of the City; with Charles II and his brother, James, the Duke of York (later King James II), surrounded by liberty, architecture, and science, giving directions for its restoration.",0,Monument to the Great Fire of London,String,Needs_revision,"The evidence clearly identifies Caius Gabriel Cibber as the creator of the sculpture, not the building. The question was revised to accurately reflect what the evidence supports while avoiding entity leakage.",deepseek-chat
infoseek_val_00021241,Mopalia muscosa,https://en.wikipedia.org/wiki/Mopalia_muscosa,What is the closest parent taxonomy of this animal?,oven_05043446,What is the genus of this animal?,Mopalia,"Mopalia muscosa, the mossy chiton, is a species of chiton, a polyplacophoran, an eight-plated marine mollusk.","Mopalia muscosa, the mossy chiton, is a species of chiton, a polyplacophoran, an eight-plated marine mollusk.",0|2,Mopalia muscosa|References,String,Needs_revision,"The evidence text contains the answer 'Mopalia' (the genus name), but the provided final_evidence included an extra sentence that doesn't contribute to answering the question. I shortened the evidence to the minimal supporting snippet that contains the answer.",deepseek-chat
