data_id,wikipedia_title,wikipedia_url,question_type,encyclopedic_vqa_split,dataset_image_ids,question_before_review,question,answer,evidence,evidence_section_id,evidence_section_title,final_check_reason,dataset_name
E-VQA_2574,Argens,https://en.wikipedia.org/wiki/Argens,automatic,test,1bffc55a4fd752ec,"Along with the celtic, from what language does this river derive its name?","Along with the celtic, from what language does this river derive its name?",Latin,It derives from the Latin or Celtic word for 'silver'.,1,Name,skipped_q_clear,landmarks
E-VQA_2575,Argens,https://en.wikipedia.org/wiki/Argens,automatic,test,c95d2759e905c7b0,"Along with the celtic language, from what language does this river derive its name?","Along with the celtic language, from what language does this river derive its name?",Latin,It derives from the Latin or Celtic word for 'silver'.,1,Name,skipped_q_clear,landmarks
E-VQA_2576,Bavaro,https://en.wikipedia.org/wiki/B%C3%A1varo,automatic,test,5ce90d4c26d02553,What town does this town start after?,What town does the described town start after?,Higüey,"Bávaro starts at a crossroad Verón, after the town of Higüey and the small village of Otra Banda, and extends 15 kilometres (9.3 mi) north until the crossroad for Macao Beach. Other beaches to the North include Uvero Alto beach, Roco Ki beach, La Vacama beach.",1,Road network,"The expected answer 'Higüey' appears verbatim in QUESTION_USED, directly leaking the answer.",landmarks
E-VQA_2577,Bavaro,https://en.wikipedia.org/wiki/B%C3%A1varo,automatic,test,246045c316f8e996,How long is the seashore of this town?,What is the total length of the seashore of this town?,10 kilometres,Bavaro has 10 kilometres (6.2 mi) of sea shore. At the center of Bávaro is the crossroad of Friusa.,1,Road network,"The question is clear, unambiguous, and helps retrieve the answer from the evidence without leaking the answer. The evidence directly supports the expected answer.",landmarks
E-VQA_2578,Bavaro,https://en.wikipedia.org/wiki/B%C3%A1varo,automatic,test,ef5fea354878867b,Where is the crossroad of friusa located in this city?,Where is the crossroad of Friusa located in this city?,the center,"At the center of Bávaro is the crossroad of Friusa. Beyond the crossroad Verón, on the right side is an important road to Cabeza de Toro, most eastern tip of the island of Hispaniola, and the Dominican Republic as well.",1,Road network,The phrase 'in the city center' in QUESTION_USED directly contains the expected answer 'the center'.,landmarks
E-VQA_2579,Bavaro,https://en.wikipedia.org/wiki/B%C3%A1varo,automatic,test,68b3deb0a021a08b,What does this beach do for 15 km north until macao beach?,What does this beach do for a distance of 15 km north of Macao Beach?,extends,"Bávaro starts at a crossroad Verón, after the town of Higüey and the small village of Otra Banda, and extends 15 kilometres (9.3 mi) north until the crossroad for Macao Beach. Other beaches to the North include Uvero Alto beach, Roco Ki beach, La Vacama beach.",1,Road network,"The word 'extends' from the expected answer appears verbatim in the evidence context that the question directly references ('extends 15 kilometres north'), making it trivial to extract the answer from the evidence based on the question phrasing.",landmarks
E-VQA_2580,Bavaro,https://en.wikipedia.org/wiki/B%C3%A1varo,automatic,test,f540f3ff85aa113a,Who powers the electricity of this city?,Who powers the electricity of this city?,Consorcio Energetico Punta Cana Macao,"The electricity is powered by Consorcio Energetico Punta Cana Macao (CEPM), a wind and solar energy producer led by US-based Argentine businessman Rolando Gonzalez-Bunster.",2,Infrastructure,skipped_q_clear,landmarks
E-VQA_2581,Bavaro,https://en.wikipedia.org/wiki/B%C3%A1varo,automatic,test,78c51d5bcb9ab156,"Besides los corales and cocotal, what is a good example of a tourist area in this town?","Besides los corales and cocotal, what is a good example of a tourist area in this town?",El Cortecito,"The best examples are Los Corales, Cocotal and El Cortecito, among other options. All are just minutes away from the Punta Cana International Airport, where most visitors fly in.",5,Real estate,"The expected answer 'El Cortecito' appears verbatim in the question, which directly leaks the answer.",landmarks
E-VQA_2582,Bavaro,https://en.wikipedia.org/wiki/B%C3%A1varo,automatic,test,9c9014d55984896c,"Besides el cortecito, what are two other examples of tourist destinations in this city?","Besides el cortecito, what are two other examples of tourist destinations in this city?","Los Corales, Cocotal","The best examples are Los Corales, Cocotal and El Cortecito, among other options. All are just minutes away from the Punta Cana International Airport, where most visitors fly in.",5,Real estate,skipped_q_clear,landmarks
E-VQA_2583,Bavaro,https://en.wikipedia.org/wiki/B%C3%A1varo,automatic,test,1c4e0102d192840c,What is the name of the golf course in this city?,What is the name of the golf course in this city?,White Sands,"The next crossroad, Plaza Bavaro, is full of gift shops, and can take you to discothèque Mangu and Areito, as well as to the White Sands golf course. Office of Politur (Turistic Policia or Tourist Police) is next to the bus station, close to Friusa.",6,Other facilities,skipped_q_clear,landmarks
E-VQA_2584,Bach House,https://en.wikipedia.org/wiki/Bach_House_(Eisenach),automatic,test,490e79c2d3484a64,The bach statue in front of this building was the first to show the composer figuratively in the form of what?,The bach statue in front of this building was the first to depict the composer figuratively as what?,a full statue,"It was the first to show the composer figuratively in the form of a full statue. It was sculpted by Adolf von Donndorf and cast by Hermann Heinrich Howaldt in Brunswick, Germany.",12,Bach monument,"The phrase 'in the form of' from the evidence appears verbatim in QUESTION_USED, which could directly cue the answer 'a full statue' from the evidence sentence.",landmarks
E-VQA_2585,Balloch Castle,https://en.wikipedia.org/wiki/Balloch_Castle,automatic,test,578f7505fa35cb10,Which direction from this castle was boturich located?,Which direction from Balloch Castle was Boturich located?,north,"In 1830, Buchanan purchased the adjacent estate of Boturich, including a ruined castle 1 mile (1.6 km) north of Balloch Castle. He again engaged Robert Lugar to rebuild the castle, which he then occupied, selling Balloch.",4,Later history,The question refers to 'this castle's entrance' but the evidence only mentions 'Balloch Castle' without specifying an entrance. This creates ambiguity about which castle's entrance is being referenced and doesn't align with the evidence structure.,landmarks
E-VQA_2586,Barcelona Pavilion,https://en.wikipedia.org/wiki/Barcelona_Pavilion,automatic,test,090976cb364c9b9d,What does the u-shaped wall on the other side of this building form?,What does the architectural feature on the opposite side of this building from the main entrance form?,a smaller water basin,Another U-shaped wall on the opposite side of the site also forms a smaller water basin. This is where the statue by Georg Kolbe sits.,2,Building,"The question contains 'u-shaped wall' which directly matches the evidence phrase 'U-shaped wall' that immediately precedes the answer 'a smaller water basin', creating a strong contextual leak.",landmarks
E-VQA_2587,Barcelona Pavilion,https://en.wikipedia.org/wiki/Barcelona_Pavilion,automatic,test,090976cb364c9b9d,What was highly reflective in mies' this building?,What components of this building were highly reflective to visible light?,materials,"The sculpture also ties into the highly reflective materials Mies used—he chose the place where these optical effects would have the strongest impact; the building offers multiple views of Alba. ""From now on, in the sense of equality for juxtaposing building and visual work, sculptures were no longer to be applied retr ...",4,Sculpture,"The word 'materials' appears verbatim in QUESTION_USED and is the expected answer, directly leaking the answer.",landmarks
E-VQA_2588,Barcelona Pavilion,https://en.wikipedia.org/wiki/Barcelona_Pavilion,automatic,test,ba4287c957836772,What did kazuyo sejima and ryue nishizawa add to this building?,What did kazuyo sejima and ryue nishizawa add to this building?,spiral acrylic interior walls,"The list of invited people includes architects Kazuyo Sejima and Ryue Nishizawa who added spiral acrylic interior walls, artist Ai Weiwei who refilled two pools with coffee and milk, Andrés Jaque  who revealed the pavilion's so far disregarded basement and its role in hiding the daily making of the site's experience, E ...",5,Interventions programme,skipped_q_clear,landmarks
E-VQA_2589,Barcelona Pavilion,https://en.wikipedia.org/wiki/Barcelona_Pavilion,automatic,test,7c3c9e801cbec5ac,What did ai weiwei fill two pools in this building with?,What did ai weiwei fill two pools in this building with?,coffee and milk,"The list of invited people includes architects Kazuyo Sejima and Ryue Nishizawa who added spiral acrylic interior walls, artist Ai Weiwei who refilled two pools with coffee and milk, Andrés Jaque  who revealed the pavilion's so far disregarded basement and its role in hiding the daily making of the site's experience, E ...",5,Interventions programme,skipped_q_clear,landmarks
E-VQA_2590,Basilique Saint-Urbain de Troyes,https://en.wikipedia.org/wiki/Basilique_Saint-Urbain_de_Troyes,automatic,test,f23c4521f15b96d9,What was done with the houses adjacent to this church during its restoration?,What was done with the houses directly next to this church during its restoration?,removed,The abutting houses were removed. The architect Paul Selmersheim (1840–1916) finished the upper part of the nave at the end of the 19th century according to the original plan.,10,Restoration,"The question is clear, unambiguous, and helps retrieve the answer from the evidence without leaking the answer. The evidence directly supports the expected answer.",landmarks
E-VQA_2591,Bayombong Cathedral,https://en.wikipedia.org/wiki/Bayombong_Cathedral,automatic,test,31a04c97587e61eb,In what country is this cathedral located?,In what country is this cathedral located?,Philippines,"Salvacion, Bayombong, Nueva Vizcaya, Philippines. The cathedral, which is the seat of the Roman Catholic Diocese of Bayombong, is under the patronage of Saint Dominic.",0,Bayombong Cathedral,skipped_q_clear,landmarks
E-VQA_2592,Bayombong Cathedral,https://en.wikipedia.org/wiki/Bayombong_Cathedral,automatic,test,44a838e5499d9adb,When was this cathedral dedicated to st. dominic de guzman?,On what date was this cathedral dedicated to St. Dominic de Guzman?,September 8,"It won’t be until a few months later, on September 8, that it will be dedicated to St. Dominic De Guzman.",1,Church history,"The question 'On what date in September was this cathedral dedicated to St. Dominic de Guzman?' contains the specific month 'September', which is part of the expected answer 'September 8'. This leaks partial answer information, making it easier to guess the answer without fully consulting the evidence.",landmarks
E-VQA_2593,Bayombong Cathedral,https://en.wikipedia.org/wiki/Bayombong_Cathedral,automatic,test,a86476b432c89c62,In what month was this cathedral dedicated?,In what month was this cathedral dedicated?,September,"It won’t be until a few months later, on September 8, that it will be dedicated to St. Dominic De Guzman.",1,Church history,"The question specifies 'in 2000' but the evidence does not mention any year, creating a mismatch that prevents retrieving the answer from the given evidence.",landmarks
E-VQA_2594,Bayombong Cathedral,https://en.wikipedia.org/wiki/Bayombong_Cathedral,automatic,test,3e3137f3c9d1c867,What part of this cathedral is divided into four sections by cornices?,What part of this cathedral is divided into four sections by cornices?,The façade,"The façade, with its squat appearance, is divided into four sections by cornices. The façade is ornamented with two windows on the second level (flanking a saint’s niche) and an oculus on the third level.",2,Architecture,skipped_q_clear,landmarks
E-VQA_2595,Belsay Hall,https://en.wikipedia.org/wiki/Belsay_Hall,automatic,test,ddc498c86dc7f07a,What does english heritage do for this building?,What is the relationship between English Heritage and this building?,administered,Belsay Hall is administered by English Heritage and is open to the public.,2,Present day,"The question 'What role does English Heritage play in the management of this building?' contains the phrase 'management of this building', which is semantically very close to the expected answer 'administered'. 'Administered' is a specific type of management role, so the question essentially hints at the answer.",landmarks
E-VQA_2596,Blackfriars Railway Bridge,https://en.wikipedia.org/wiki/Blackfriars_Railway_Bridge,automatic,test,ca37d8d920f87f1a,In what city was the first Blackfriars Railway Bridge located?,In what city was the first Blackfriars Railway Bridge located?,London,"The first bridge was opened in 1864 and was designed by Joseph Cubitt for the London, Chatham and Dover Railway. Massive abutments at each end carried the railway's insignia, preserved and restored on the south side.",1,First bridge,skipped_q_clear,landmarks
E-VQA_2597,Boleyn Ground,https://en.wikipedia.org/wiki/Boleyn_Ground,automatic,test,6b933b312f785a6e,What can fans who paid for bricks at this stadium do with them?,What can fans who paid for bricks at this stadium do with them?,claimed,"1,000 of 1,400 commemorative bricks were saved by Jonjo Heuerman when the wall they were in was taken down, and are available to be claimed by the fans who paid for them. The inscriptions have been reproduced in a pathway at the new ground.",4,"Closure, demolition and redevelopment",skipped_q_clear,landmarks
E-VQA_2598,Boleyn Ground,https://en.wikipedia.org/wiki/Boleyn_Ground,automatic,test,ce8355cec08db1ed,In what decade did this stadium convert to all seating?,"In what decade did this stadium convert to all seating, based on the renovation timeline?",1990s,"The Boleyn Ground became an all-seater stadium from the early 1990s because clubs had to meet new FA regulations for stadium safety after the Hillsborough Disaster in 1989. The record attendance after Upton Park became an all-seater was 35,550, on 21 September 2002 for a Premier League match against Manchester City.",5,The stands,"The question contains '1990s' which is the exact expected answer, creating a direct leak.",landmarks
E-VQA_2599,Boleyn Ground,https://en.wikipedia.org/wiki/Boleyn_Ground,automatic,test,9cf8507bea63ddfc,What event did david haye and derek chisora have at this stadium?,What event did david haye and derek chisora have at this stadium?,fight,"On 9 May 2012, the Boleyn Ground was confirmed as the venue for the fight between David Haye and Derek Chisora, a fight sanctioned by the Luxembourg Boxing Federation on 14 July 2012. The fight caused controversy at the time as neither fighter held a license from the British Boxing Board of Control.",10,Other events,skipped_q_clear,landmarks
E-VQA_2600,Boleyn Ground,https://en.wikipedia.org/wiki/Boleyn_Ground,automatic,test,ce8355cec08db1ed,Who gave away free tickets to a christian mission at this stadium in 1989?,Who gave away free tickets to a christian mission at this stadium in 1989?,Billy Graham,"In June 1989, evangelist Billy Graham hosted a three-day Christian mission to London to which free tickets were given away. He gave away more tickets than seats, not expecting them all to be used.",10,Other events,skipped_q_clear,landmarks
E-VQA_2601,Brandberg Mountain,https://en.wikipedia.org/wiki/Brandberg_Mountain,automatic,test,d3a1abbf0cde4b72,On which margins of this mountain are remnants of cretaceous volcanic rocks preserved?,On which margins of this mountain are remnants of Cretaceous volcanic rocks preserved?,western and southern,Remnants of Cretaceous volcanic rocks are preserved in a collar along the western and southern margins of the massif. Their angle of dip increases towards the contact where clasts of country rock occur within the granite forming a magmatic breccia.,3,Geology,"The question explicitly includes the expected answer 'western and southern' in its phrasing, which directly leaks the answer to the model.",landmarks
E-VQA_2602,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,On what street is this building located?,On what street is this building located?,Rhode Island Avenue,"Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,skipped_q_clear,landmarks
E-VQA_2603,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,970224a218eb7f17,"How many rhode island avenue, northwest is this building located on?","What is the address number of this building on Rhode Island Avenue, Northwest?",1500,"Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,"The question clearly asks for the address number, which is distinct from the full address. The evidence contains the full address '1500 Rhode Island Avenue, Northwest', from which the number '1500' can be extracted. The answer is not leaked in the question.",landmarks
E-VQA_2604,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,How many rhode island avenue is this building located on?,"What is the street number on Rhode Island Avenue where this building is located in Washington, D.C.?",1500,"Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,"The question contains '1500' which is the exact expected answer, directly leaking the answer in the question text.",landmarks
E-VQA_2605,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,970224a218eb7f17,What neighborhood is this building in?,"What neighborhood in Washington, D.C. is this building in?",Logan Circle,"Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,"The question is clear, specifies the location (Washington, D.C.), and does not leak the answer. The evidence directly supports the expected answer.",landmarks
E-VQA_2606,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,What architectural style is this building?,What architectural style is this building?,Beaux-Arts,"Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,skipped_q_clear,landmarks
E-VQA_2607,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,970224a218eb7f17,What is this building?,What is this building?,a historic Beaux-Arts home,"The Brodhead-Bell-Morton Mansion, also known as the Levi P. Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,skipped_q_clear,landmarks
E-VQA_2608,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,In what cardinal direction is this building located on rhode island avenue?,In what cardinal direction is this building located relative to the intersection of Rhode Island Avenue and 14th Street?,Northwest,"Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,"The question contains the phrase 'Northwest' which is the expected answer verbatim, directly leaking the answer.",landmarks
E-VQA_2609,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,970224a218eb7f17,"In what direction from the center of washington, d.c. is this building located?","In what direction from the center of washington, d.c. is this building located?",Northwest,"Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,skipped_q_clear,landmarks
E-VQA_2610,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,What is this building a historic beaux-arts?,What type of structure is this building?,home,"Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,"The question 'What is the architectural style of this building?' directly contains the phrase 'architectural style', which is a near-verbatim match to the answer 'home' found in the evidence phrase 'Beaux-Arts home'. This leaks the answer category.",landmarks
E-VQA_2611,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,In what cardinal direction is this building located?,In what cardinal direction is this building located relative to the center of the image?,Northwest,"Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,"The question contains the phrase 'Northwest' which is the exact expected answer, directly leaking the answer in the question text.",landmarks
E-VQA_2612,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,What is this building also known as?,What is this building also known as?,the Levi P. Morton House,"The Brodhead-Bell-Morton Mansion, also known as the Levi P. Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,skipped_q_clear,landmarks
E-VQA_2613,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,In what neighborhood is this building located?,"In what neighborhood in Washington, D.C. is this building located?",Logan Circle,"Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,"The question is specific enough to retrieve the answer from the evidence without leaking it. The evidence clearly states the building is in the Logan Circle neighborhood, and the question asks for the neighborhood in Washington, D.C., which matches the evidence context.",landmarks
E-VQA_2614,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,What neighborhood is this building located in?,"What neighborhood is this building located in, within Washington, D.C.?",Logan Circle,"Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,"The question is clear, specifies the location context (Washington, D.C.), and does not leak the expected answer. The evidence directly supports answering the question.",landmarks
E-VQA_2615,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,970224a218eb7f17,What architectural style does this building have?,What architectural style does this building have?,Beaux-Arts,"Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,skipped_q_clear,landmarks
E-VQA_2616,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,What is another name for this building?,What is another name for this building?,the Levi P. Morton House,"The Brodhead-Bell-Morton Mansion, also known as the Levi P. Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,skipped_q_clear,landmarks
E-VQA_2617,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,970224a218eb7f17,What is the street address of this building?,What is the street address of this building?,1500 Rhode Island Avenue,"Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,skipped_q_clear,landmarks
E-VQA_2618,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,970224a218eb7f17,What street is this building located on?,What street is this building located on?,Rhode Island Avenue,"Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,skipped_q_clear,landmarks
E-VQA_2619,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,What architectural style does this building possess?,What architectural style does this building possess?,Beaux-Arts,"Morton House is a historic Beaux-Arts  home, located at 1500 Rhode Island Avenue, Northwest, Washington, D.C., in the Logan Circle neighborhood.",0,Brodhead-Bell-Morton Mansion,skipped_q_clear,landmarks
E-VQA_2620,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,970224a218eb7f17,When was this building remodeled?,In what year was this building remodeled?,1912,"It was built in 1879, to the designs of architect John Fraser, and comprehensively remodeled in 1912 by architect John Russell Pope. The Beaux-Arts style building originally served as the private residence of John.",1,History,"The question is clear, unambiguous, and helps retrieve the answer from the evidence without leaking the answer. The evidence directly supports the expected answer.",landmarks
E-VQA_2621,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,970224a218eb7f17,In what month of 2016 did hungary purchase this building?,In what month of 2016 did hungary purchase this building?,February,In February 2016 the Mansion was purchased from American Coatings Association by Hungary to move the Embassy of Hungary there later in the year.,1,History,"The question clearly asks for a specific month in 2016 when Hungary purchased the building, which matches the evidence structure. The answer 'February' is not leaked in the question, and the evidence directly supports answering it.",landmarks
E-VQA_2622,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,What did john fraser contribute to this building?,What specific contribution did John Fraser make to this building?,designs,"It was built in 1879, to the designs of architect John Fraser, and comprehensively remodeled in 1912 by architect John Russell Pope. The Beaux-Arts style building originally served as the private residence of John.",1,History,"The word 'design' appears in both the question and the expected answer 'designs', creating a direct clue that leaks the answer category.",landmarks
E-VQA_2623,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,What architect designed this building?,What architect designed this building?,John Fraser,"It was built in 1879, to the designs of architect John Fraser, and comprehensively remodeled in 1912 by architect John Russell Pope. The Beaux-Arts style building originally served as the private residence of John.",1,History,skipped_q_clear,landmarks
E-VQA_2624,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,What is the status of this building on the national register of historic places?,What is the status of this building on the national register of historic places?,listed,"The building is listed on the National Register of Historic Places, and the District of Columbia Inventory of Historic Sites. In February 2016 the Mansion was purchased from American Coatings Association by Hungary to move the Embassy of Hungary there later in the year.",1,History,skipped_q_clear,landmarks
E-VQA_2625,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,How did john russell pope remodel this building in 1912?,What aspect of the building's design did John Russell Pope remodel in 1912?,comprehensively,"It was built in 1879, to the designs of architect John Fraser, and comprehensively remodeled in 1912 by architect John Russell Pope. The Beaux-Arts style building originally served as the private residence of John.",1,History,"The word 'comprehensively' appears verbatim in both the question and the expected answer, directly leaking the answer.",landmarks
E-VQA_2626,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,970224a218eb7f17,What famous inventor once lived in this building?,What famous inventor once lived in this building?,Alexander Graham Bell,"Former occupants include Alexander Graham Bell and his wife Mabel Gardiner Hubbard, U.S. Vice President Levi P.",1,History,skipped_q_clear,landmarks
E-VQA_2627,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,"Along with john t. brodhead, who lived in this building at its inception?","Along with john t. brodhead, who lived in this building at its inception?",Jessie Willis Brodhead,"Brodhead, and Jessie Willis Brodhead. Between 1939 and 2016, the building served as offices for the National Paint, Varnish, and Lacquer Association (now known as the American Coatings Association).",1,History,skipped_q_clear,landmarks
E-VQA_2628,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,What type of residence was this building originally used for?,What type of residence was this building originally used for?,private,The Beaux-Arts style building originally served as the private residence of John. T.,1,History,"The word 'private' appears verbatim in QUESTION_USED and is the expected answer, directly leaking the answer.",landmarks
E-VQA_2629,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,970224a218eb7f17,What country's embassy was located in this building?,What country's embassy was located in this building?,Russia,"Morton, the Embassy of Russia, and U.S. Secretary of State Elihu Root.",1,History,"The question contains a placeholder '[specific city or region]' that is not resolved, making it ambiguous and not helpful for retrieving the answer from the evidence. The evidence does not specify a city or region, so the placeholder cannot be filled.",landmarks
E-VQA_2630,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,970224a218eb7f17,Who was a notable former occupant of this building?,Who was a notable former occupant of this building?,Alexander Graham Bell,"Former occupants include Alexander Graham Bell and his wife Mabel Gardiner Hubbard, U.S. Vice President Levi P.",1,History,skipped_q_clear,landmarks
E-VQA_2631,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,970224a218eb7f17,What does beaux-arts refer to in relation to this building?,What does beaux-arts refer to in relation to this building?,style,The Beaux-Arts style building originally served as the private residence of John. T.,1,History,skipped_q_clear,landmarks
E-VQA_2632,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,Alexander graham bell and his wife mabel gardiner hubbard were former what of this building?,Alexander graham bell and his wife mabel gardiner hubbard were former what of this building?,occupants,"Former occupants include Alexander Graham Bell and his wife Mabel Gardiner Hubbard, U.S. Vice President Levi P.",1,History,skipped_q_clear,landmarks
E-VQA_2633,Brodhead-Bell-Morton Mansion,https://en.wikipedia.org/wiki/Brodhead-Bell-Morton_Mansion,automatic,test,7425c69cf2c06e33,Which u.s. vice president occupied this building?,Which U.S. vice president occupied this building during the 19th century?,Levi P. Morton,"It was built in 1879, to the designs of architect John Fraser, and comprehensively remodeled in 1912 by architect John Russell Pope. The Beaux-Arts style building originally served as the private residence of John.",1,History,"Evidence does not mention any U.S. vice president or provide information about who occupied the building, only stating it was originally the private residence of 'John' (presumably John Fraser). The expected answer 'Levi P. Morton' cannot be derived from the given evidence.",landmarks
