wikipedia_title,wikipedia_url,question_original,question,question_type,answer,evidence,evidence_section_id,evidence_section_title,dataset_name,dataset_category_id,wikipedia_url_used_in_train,encyclopedic_vqa_split,dataset_image_ids,data_id
Allamanda,https://en.wikipedia.org/wiki/Allamanda,What is this plant named after?,What is this plant named after?,String,Frédéric-Louis Allamand,0,0,0,infoseek,0,0,0,oven_05066011,infoseek_val_00029373
Mexican free-tailed bat,https://en.wikipedia.org/wiki/Mexican_free-tailed_bat,What is the closest upper taxonomy of this animal?,What is the closest upper taxonomy of this animal?,String,Tadarida,0,0,0,infoseek,0,0,0,oven_05041865,infoseek_val_00029524
Gin and tonic,https://en.wikipedia.org/wiki/Gin_and_tonic,What is this food named after?,What is this food named after?,String,gin|tonic water,0,0,0,infoseek,0,0,0,oven_05064654,infoseek_val_00029540
Euptoieta hegesia,https://en.wikipedia.org/wiki/Euptoieta_hegesia,how many millimetre is the wingspan of this insect?,how many millimetre is the wingspan of this insect?,Numerical,66.0-74.0,0,0,0,infoseek,0,0,0,oven_05035186,infoseek_val_00029553
Marmashen,https://en.wikipedia.org/wiki/Marmashen,Which city or region does this village locate in?,Which city or region does this village locate in?,String,Shirak Province,0,0,0,infoseek,0,0,0,oven_05016676,infoseek_val_00029563
Allianz Arena,https://en.wikipedia.org/wiki/Allianz_Arena,What is the maximum capacity of this building?,What is the maximum capacity of this building?,Numerical,85000,0,0,0,infoseek,0,0,0,oven_05018340,infoseek_val_00029640
Vicia faba,https://en.wikipedia.org/wiki/Vicia_faba,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Vicia,0,0,0,infoseek,0,0,0,oven_05063236,infoseek_val_00029675
Der Aa-kerk,https://en.wikipedia.org/wiki/Der_Aa-kerk,What is the location of this building?,What is the location of this building?,String,Groningen,0,0,0,infoseek,0,0,0,oven_05011722,infoseek_val_00029813
Staghorn coral,https://en.wikipedia.org/wiki/Staghorn_coral,What is the closest upper taxonomy of this animal?,What is the closest upper taxonomy of this animal?,String,Acropora,0,0,0,infoseek,0,0,0,oven_05048656,infoseek_val_00029815
Arctia villica,https://en.wikipedia.org/wiki/Epicallia_villica,What is the closest parent taxonomy of this insect?,What is the closest parent taxonomy of this insect?,String,Arctia,0,0,0,infoseek,0,0,0,oven_05034882,infoseek_val_00029823
Mehrangarh,https://en.wikipedia.org/wiki/Mehrangarh,What view can you see from this place?,What view can you see from this place?,String,Jodhpur,0,0,0,infoseek,0,0,0,oven_05014071,infoseek_val_00029835
Bombylius major,https://en.wikipedia.org/wiki/Bombylius_major,What is the closest upper taxonomy of this insect?,What is the closest upper taxonomy of this insect?,String,Bombylius,0,0,0,infoseek,0,0,0,oven_05043482,infoseek_val_00029866
Lupinus arboreus,https://en.wikipedia.org/wiki/Lupinus_arboreus,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Lupinus,0,0,0,infoseek,0,0,0,oven_05033211,infoseek_val_00029880
Brown pelican,https://en.wikipedia.org/wiki/Brown_pelican,What is the closest upper taxonomy of this bird?,What is the closest upper taxonomy of this bird?,String,Pelecanus,0,0,0,infoseek,0,0,0,oven_05040313,infoseek_val_00029885
Chkalov Stairs,https://en.wikipedia.org/wiki/Chkalov_Stairs,In which year did this building officially open?,In which year did this building officially open?,Time,1949,0,0,0,infoseek,0,0,0,oven_05014924,infoseek_val_00029922
Rakvere,https://en.wikipedia.org/wiki/Rakvere,What country does this town belong to?,What country does this town belong to?,String,Estonia,0,0,0,infoseek,0,0,0,oven_05025564,infoseek_val_00029945
Sesbania herbacea,https://en.wikipedia.org/wiki/Sesbania_herbacea,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Sesbania,0,0,0,infoseek,0,0,0,oven_05040617,infoseek_val_00029953
Millennium of Russia,https://en.wikipedia.org/wiki/Millennium_of_Russia,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Veliky Novgorod,0,0,0,infoseek,0,0,0,oven_05011417,infoseek_val_00029973
Lake Teletskoye,https://en.wikipedia.org/wiki/Lake_Teletskoye,What is the basin country to the lake?,What is the basin country to the lake?,String,Russia,0,0,0,infoseek,0,0,0,oven_05015182,infoseek_val_00030019
Long-billed thrasher,https://en.wikipedia.org/wiki/Long-billed_thrasher,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Toxostoma,0,0,0,infoseek,0,0,0,oven_05030423,infoseek_val_00030103
Coconut,https://en.wikipedia.org/wiki/Coconut,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Cocos,0,0,0,infoseek,0,0,0,oven_04945164,infoseek_val_00030143
Huhu beetle,https://en.wikipedia.org/wiki/Huhu_beetle,What is the closest upper taxonomy of this insect?,What is the closest upper taxonomy of this insect?,String,Prionoplus,0,0,0,infoseek,0,0,0,oven_05030924,infoseek_val_00030388
Arctic hare,https://en.wikipedia.org/wiki/Arctic_hare,What is the closest upper taxonomy of this animal?,What is the closest upper taxonomy of this animal?,String,Lepus,0,0,0,infoseek,0,0,0,oven_05050183,infoseek_val_00030437
Looshaus,https://en.wikipedia.org/wiki/Looshaus,Who commissioned this building?,Who commissioned this building?,String,Leopold Goldman,0,0,0,infoseek,0,0,0,oven_05017663,infoseek_val_00030490
Lonicera maackii,https://en.wikipedia.org/wiki/Lonicera_maackii,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Lonicera,0,0,0,infoseek,0,0,0,oven_05032229,infoseek_val_00030514
Ophrys sphegodes,https://en.wikipedia.org/wiki/Ophrys_sphegodes,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Ophrys,0,0,0,infoseek,0,0,0,oven_05067066,infoseek_val_00030601
Linum,https://en.wikipedia.org/wiki/Linum,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Linaceae,0,0,0,infoseek,0,0,0,oven_05030237,infoseek_val_00030775
Cynoglossum officinale,https://en.wikipedia.org/wiki/Cynoglossum_officinale,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Cynoglossum,0,0,0,infoseek,0,0,0,oven_05040055,infoseek_val_00030791
Wandering albatross,https://en.wikipedia.org/wiki/Wandering_albatross,"What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Vulnerable,0,0,0,infoseek,0,0,0,oven_05049235,infoseek_val_00030870
Scudderia furcata,https://en.wikipedia.org/wiki/Scudderia_furcata,What is the closest parent taxonomy of this insect?,What is the closest parent taxonomy of this insect?,String,Scudderia,0,0,0,infoseek,0,0,0,oven_05030464,infoseek_val_00030871
Berberis vulgaris,https://en.wikipedia.org/wiki/Berberis_vulgaris,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Berberis,0,0,0,infoseek,0,0,0,oven_05041499,infoseek_val_00030900
Phlox subulata,https://en.wikipedia.org/wiki/Phlox_subulata,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Phlox,0,0,0,infoseek,0,0,0,oven_05069120,infoseek_val_00030924
Pluteus cervinus,https://en.wikipedia.org/wiki/Pluteus_cervinus,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Pluteus,0,0,0,infoseek,0,0,0,oven_05038119,infoseek_val_00030926
Clepsis peritana,https://en.wikipedia.org/wiki/Clepsis_peritana,What is the closest upper taxonomy of this insect?,What is the closest upper taxonomy of this insect?,String,Clepsis,0,0,0,infoseek,0,0,0,oven_05038027,infoseek_val_00030941
Schlern,https://en.wikipedia.org/wiki/Schlern,What is the sea level in metre of this mountain?,What is the sea level in metre of this mountain?,Numerical,2563,0,0,0,infoseek,0,0,0,oven_05023041,infoseek_val_00030945
Quercus myrtifolia,https://en.wikipedia.org/wiki/Quercus_myrtifolia,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Quercus,0,0,0,infoseek,0,0,0,oven_05067690,infoseek_val_00030993
Agha Bozorg Mosque,https://en.wikipedia.org/wiki/Agha_Bozorg_Mosque,What is the location of this building?,What is the location of this building?,String,Kashan,0,0,0,infoseek,0,0,0,oven_05017587,infoseek_val_00031043
Calgary,https://en.wikipedia.org/wiki/Calgary,In which year was this place first mentioned in writing?,In which year was this place first mentioned in writing?,Time,1875,0,0,0,infoseek,0,0,0,oven_05019712,infoseek_val_00031061
Anıtkabir,https://en.wikipedia.org/wiki/An%C4%B1tkabir,What is the height of this building in metre?,What is the height of this building in metre?,Numerical,17,0,0,0,infoseek,0,0,0,oven_05026508,infoseek_val_00031132
"Chapel of the Resurrection (Valparaiso, Indiana)","https://en.wikipedia.org/wiki/Chapel_of_the_Resurrection_(Valparaiso,_Indiana)",Who is the owner of this building?,Who is the owner of this building?,String,Valparaiso University,0,0,0,infoseek,0,0,0,oven_05017398,infoseek_val_00031133
Dryopteris carthusiana,https://en.wikipedia.org/wiki/Dryopteris_carthusiana,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Dryopteris,0,0,0,infoseek,0,0,0,oven_05034377,infoseek_val_00031158
Veronica officinalis,https://en.wikipedia.org/wiki/Veronica_officinalis,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Veronica,0,0,0,infoseek,0,0,0,oven_05034434,infoseek_val_00031198
Rhodiola rosea,https://en.wikipedia.org/wiki/Rhodiola_rosea,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Rhodiola,0,0,0,infoseek,0,0,0,oven_05042742,infoseek_val_00031216
Calochortus amabilis,https://en.wikipedia.org/wiki/Calochortus_amabilis,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Calochortus,0,0,0,infoseek,0,0,0,oven_05044165,infoseek_val_00031219
Striped bark scorpion,https://en.wikipedia.org/wiki/Striped_bark_scorpion,What is the closest upper taxonomy of this insect?,What is the closest upper taxonomy of this insect?,String,Centruroides,0,0,0,infoseek,0,0,0,oven_05041416,infoseek_val_00031322
Windermere,https://en.wikipedia.org/wiki/Windermere,What is the height of this lake in terms of metre above sea level?,What is the height of this lake in terms of metre above sea level?,Numerical,39,0,0,0,infoseek,0,0,0,oven_05020188,infoseek_val_00031334
Zion Canyon,https://en.wikipedia.org/wiki/Zion_Canyon,Which protected area is this place usually located in?,Which protected area is this place usually located in?,String,Zion National Park,0,0,0,infoseek,0,0,0,oven_05023118,infoseek_val_00031411
Quercus michauxii,https://en.wikipedia.org/wiki/Quercus_michauxii,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Quercus,0,0,0,infoseek,0,0,0,oven_05033840,infoseek_val_00031432
Yellow-footed gull,https://en.wikipedia.org/wiki/Yellow-footed_gull,how many centimetre is the wingspan of this bird?,how many centimetre is the wingspan of this bird?,Numerical,142.0-155.0,0,0,0,infoseek,0,0,0,oven_05038230,infoseek_val_00031550
Charles Bridge,https://en.wikipedia.org/wiki/Charles_Bridge,Which city or region does this bridge locate in?,Which city or region does this bridge locate in?,String,Malá Strana|Old Town|Prague 1,0,0,0,infoseek,0,0,0,oven_05025851,infoseek_val_00031551
Scottish National Gallery,https://en.wikipedia.org/wiki/Scottish_National_Gallery,Who designed this building?,Who designed this building?,String,William Henry Playfair,0,0,0,infoseek,0,0,0,oven_05014527,infoseek_val_00031631
Paper,https://en.wikipedia.org/wiki/Paper,What is this material named after?,What is this material named after?,String,papyrus,0,0,0,infoseek,0,0,0,oven_04950314,infoseek_val_00031661
Greenhouse millipede,https://en.wikipedia.org/wiki/Greenhouse_millipede,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Oxidus,0,0,0,infoseek,0,0,0,oven_05040629,infoseek_val_00031769
Olive,https://en.wikipedia.org/wiki/Olive,where is this plant originally discovered?,where is this plant originally discovered?,String,Mediterranean Basin,0,0,0,infoseek,0,0,0,oven_04945090,infoseek_val_00031868
Erodium,https://en.wikipedia.org/wiki/Erodium,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Geraniaceae,0,0,0,infoseek,0,0,0,oven_05068725,infoseek_val_00031886
Menai Suspension Bridge,https://en.wikipedia.org/wiki/Menai_Suspension_Bridge,How long in metre is the longest span of this building?,How long in metre is the longest span of this building?,Numerical,176,0,0,0,infoseek,0,0,0,oven_05026593,infoseek_val_00031975
Compact Disc Digital Audio,https://en.wikipedia.org/wiki/Compact_Disc_Digital_Audio,What is the data transfer speed of this object (bit per second)?,What is the data transfer speed of this object (bit per second)?,Numerical,1411200,0,0,0,infoseek,0,0,0,oven_05051957,infoseek_val_00032077
Gradac Monastery,https://en.wikipedia.org/wiki/Gradac_Monastery,Who is the founder of the building in the image?,Who is the founder of the building in the image?,String,Helen of Anjou,0,0,0,infoseek,0,0,0,oven_05012803,infoseek_val_00032146
Great black-backed gull,https://en.wikipedia.org/wiki/Great_black-backed_gull,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Larus,0,0,0,infoseek,0,0,0,oven_05031679,infoseek_val_00032151
Rohtas Fort,https://en.wikipedia.org/wiki/Rohtas_Fort,What country does this building belong to?,What country does this building belong to?,String,Pakistan,0,0,0,infoseek,0,0,0,oven_05017269,infoseek_val_00032172
Yucatan jay,https://en.wikipedia.org/wiki/Yucatan_jay,"What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Least Concern,0,0,0,infoseek,0,0,0,oven_05036861,infoseek_val_00032251
Leek,https://en.wikipedia.org/wiki/Leek,What is the source that produces this food?,What is the source that produces this food?,String,Allium ampeloprasum var. porrum|Allium ampeloprasum Leek Group,0,0,0,infoseek,0,0,0,oven_04949120,infoseek_val_00032316
Hereford Cathedral,https://en.wikipedia.org/wiki/Hereford_Cathedral,What is this building dedicated to?,What is this building dedicated to?,String,Virgin Mary|Æthelberht II,0,0,0,infoseek,0,0,0,oven_05012402,infoseek_val_00032317
Mergus,https://en.wikipedia.org/wiki/Mergus,What is the closest upper taxonomy of this bird?,What is the closest upper taxonomy of this bird?,String,Anatinae,0,0,0,infoseek,0,0,0,oven_05048468,infoseek_val_00032328
Angelica,https://en.wikipedia.org/wiki/Angelica,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Apiaceae,0,0,0,infoseek,0,0,0,oven_05063857,infoseek_val_00032359
Pont des Invalides,https://en.wikipedia.org/wiki/Pont_des_Invalides,In which year did this bridge officially open?,In which year did this bridge officially open?,Time,1855,0,0,0,infoseek,0,0,0,oven_05014732,infoseek_val_00032493
Tradescantia virginiana,https://en.wikipedia.org/wiki/Tradescantia_virginiana,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Tradescantia,0,0,0,infoseek,0,0,0,oven_05032319,infoseek_val_00032499
Fork-tailed drongo,https://en.wikipedia.org/wiki/Fork-tailed_drongo,"What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Least Concern,0,0,0,infoseek,0,0,0,oven_05044084,infoseek_val_00032537
Shrimp and grits,https://en.wikipedia.org/wiki/Shrimp_and_grits,What is the country of origin of this food?,What is the country of origin of this food?,String,United States of America,0,0,0,infoseek,0,0,0,oven_05027527,infoseek_val_00032616
Hibiscus laevis,https://en.wikipedia.org/wiki/Hibiscus_laevis,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Hibiscus,0,0,0,infoseek,0,0,0,oven_05038380,infoseek_val_00032663
Scissor-tailed flycatcher,https://en.wikipedia.org/wiki/Scissor-tailed_flycatcher,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Kingbird,0,0,0,infoseek,0,0,0,oven_05040040,infoseek_val_00032696
Hot and sour soup,https://en.wikipedia.org/wiki/Hot_and_sour_soup,What is the country of origin of this food?,What is the country of origin of this food?,String,China,0,0,0,infoseek,0,0,0,oven_05027587,infoseek_val_00032770
Marble Bridge,https://en.wikipedia.org/wiki/Marble_Bridge,Which city or region does this bridge locate in?,Which city or region does this bridge locate in?,String,Pushkin,0,0,0,infoseek,0,0,0,oven_05024893,infoseek_val_00032794
Paeonia brownii,https://en.wikipedia.org/wiki/Paeonia_brownii,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Paeonia,0,0,0,infoseek,0,0,0,oven_05037776,infoseek_val_00032805
Erythemis vesiculosa,https://en.wikipedia.org/wiki/Erythemis_vesiculosa,What is the closest parent taxonomy of this insect?,What is the closest parent taxonomy of this insect?,String,Erythemis,0,0,0,infoseek,0,0,0,oven_05042093,infoseek_val_00032821
Callirhoe involucrata,https://en.wikipedia.org/wiki/Callirhoe_involucrata,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Callirhoe,0,0,0,infoseek,0,0,0,oven_05040275,infoseek_val_00032851
Edzell Castle,https://en.wikipedia.org/wiki/Edzell_Castle,Which historic county does this building belong to?,Which historic county does this building belong to?,String,Angus,0,0,0,infoseek,0,0,0,oven_05017092,infoseek_val_00032852
Megathura crenulata,https://en.wikipedia.org/wiki/Megathura_crenulata,What is the closest upper taxonomy of this animal?,What is the closest upper taxonomy of this animal?,String,Megathura,0,0,0,infoseek,0,0,0,oven_05042361,infoseek_val_00033061
Chkalov Stairs,https://en.wikipedia.org/wiki/Chkalov_Stairs,What country does this building belong to?,What country does this building belong to?,String,Russia,0,0,0,infoseek,0,0,0,oven_05014937,infoseek_val_00033093
Bodrum Castle,https://en.wikipedia.org/wiki/Bodrum_Castle,Who is the owner of this building?,Who is the owner of this building?,String,Order of Hospitallers,0,0,0,infoseek,0,0,0,oven_05015130,infoseek_val_00033183
Kusumba Mosque,https://en.wikipedia.org/wiki/Kusumba_Mosque,Which city or region does this facility locate in?,Which city or region does this facility locate in?,String,Naogaon District,0,0,0,infoseek,0,0,0,oven_05021476,infoseek_val_00033192
Patalene olyzonaria,https://en.wikipedia.org/wiki/Patalene_olyzonaria,What is the closest upper taxonomy of this insect?,What is the closest upper taxonomy of this insect?,String,Patalene,0,0,0,infoseek,0,0,0,oven_05041968,infoseek_val_00033220
High Level Bridge (Edmonton),https://en.wikipedia.org/wiki/High_Level_Bridge_(Edmonton),On what date did this bridge officially open?,On what date did this bridge officially open?,Time,1913 6 2,0,0,0,infoseek,0,0,0,oven_05024579,infoseek_val_00033232
Charles Bridge,https://en.wikipedia.org/wiki/Charles_Bridge,In which year did this bridge officially open?,In which year did this bridge officially open?,Time,1402,0,0,0,infoseek,0,0,0,oven_05025884,infoseek_val_00033247
Schizachyrium scoparium,https://en.wikipedia.org/wiki/Schizachyrium_scoparium,Which place is this plant endemic to?,Which place is this plant endemic to?,String,United States of America,0,0,0,infoseek,0,0,0,oven_05035876,infoseek_val_00033310
Mimulus ringens,https://en.wikipedia.org/wiki/Mimulus_ringens,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Mimulus,0,0,0,infoseek,0,0,0,oven_05041019,infoseek_val_00033341
Common frog,https://en.wikipedia.org/wiki/Common_frog,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Rana,0,0,0,infoseek,0,0,0,oven_05033598,infoseek_val_00033344
Mont Aiguille,https://en.wikipedia.org/wiki/Mont_Aiguille,which mountain range is this mountain belong to?,which mountain range is this mountain belong to?,String,Vercors Plateau,0,0,0,infoseek,0,0,0,oven_05023190,infoseek_val_00033376
Citron,https://en.wikipedia.org/wiki/Citron,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Citrus,0,0,0,infoseek,0,0,0,oven_05063341,infoseek_val_00033382
Snowy owl,https://en.wikipedia.org/wiki/Snowy_owl,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Bubo,0,0,0,infoseek,0,0,0,oven_05044649,infoseek_val_00033394
New Brighton Lighthouse,https://en.wikipedia.org/wiki/New_Brighton_Lighthouse,In which year was this building retired from operational service?,In which year was this building retired from operational service?,Time,1973,0,0,0,infoseek,0,0,0,oven_05014704,infoseek_val_00033460
Audubon's oriole,https://en.wikipedia.org/wiki/Audubon%27s_oriole,What is the closest upper taxonomy of this bird?,What is the closest upper taxonomy of this bird?,String,Icterus,0,0,0,infoseek,0,0,0,oven_05038887,infoseek_val_00033504
Ternopil Castle,https://en.wikipedia.org/wiki/Ternopil_Castle,What country does this building belong to?,What country does this building belong to?,String,Ukraine,0,0,0,infoseek,0,0,0,oven_05011883,infoseek_val_00033521
Kirkstall Abbey,https://en.wikipedia.org/wiki/Kirkstall_Abbey,What is the principal house or community for this building?,What is the principal house or community for this building?,String,Fountains Abbey,0,0,0,infoseek,0,0,0,oven_05019380,infoseek_val_00033559
Teloschistes chrysophthalmus,https://en.wikipedia.org/wiki/Teloschistes_chrysophthalmus,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Teloschistes,0,0,0,infoseek,0,0,0,oven_05039243,infoseek_val_00033608
Vologda,https://en.wikipedia.org/wiki/Vologda,In which year was this place first mentioned in writing?,In which year was this place first mentioned in writing?,Time,1147,0,0,0,infoseek,0,0,0,oven_05014207,infoseek_val_00033632
Myrsine australis,https://en.wikipedia.org/wiki/Myrsine_australis,Where is this plant native to?,Where is this plant native to?,String,New Zealand,0,0,0,infoseek,0,0,0,oven_05030688,infoseek_val_00033665
Picea glauca,https://en.wikipedia.org/wiki/Picea_glauca,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Picea,0,0,0,infoseek,0,0,0,oven_05029056,infoseek_val_00033722
Yenidze,https://en.wikipedia.org/wiki/Yenidze,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Dresden,0,0,0,infoseek,0,0,0,oven_05011217,infoseek_val_00033751
Xochicalco,https://en.wikipedia.org/wiki/Xochicalco,Which city or region does this place locate in?,Which city or region does this place locate in?,String,Miacatlán Municipality,0,0,0,infoseek,0,0,0,oven_05013419,infoseek_val_00033779
Abronia (plant),https://en.wikipedia.org/wiki/Abronia_(plant),What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Nyctaginaceae,0,0,0,infoseek,0,0,0,oven_05066555,infoseek_val_00033791
Machu Picchu,https://en.wikipedia.org/wiki/Machu_Picchu,Which culture is associated with this building?,Which culture is associated with this building?,String,Inca Empire,0,0,0,infoseek,0,0,0,oven_05024327,infoseek_val_00033830
Rila Monastery,https://en.wikipedia.org/wiki/Rila_Monastery,Which (geo)physical feature is the building located in or on?,Which (geo)physical feature is the building located in or on?,String,Rila,0,0,0,infoseek,0,0,0,oven_05018277,infoseek_val_00033832
Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Betula,0,0,0,infoseek,0,0,0,oven_05031590,infoseek_val_00033877
Coscoroba swan,https://en.wikipedia.org/wiki/Coscoroba_swan,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Coscoroba,0,0,0,infoseek,0,0,0,oven_05048567,infoseek_val_00033918
"Lahori Gate, Delhi","https://en.wikipedia.org/wiki/Lahori_Gate,_Delhi",What is this building named after?,What is this building named after?,String,Lahore,0,0,0,infoseek,0,0,0,oven_05018856,infoseek_val_00034019
Dacrydium cupressinum,https://en.wikipedia.org/wiki/Dacrydium_cupressinum,Which place is this plant endemic to?,Which place is this plant endemic to?,String,New Zealand,0,0,0,infoseek,0,0,0,oven_05045803,infoseek_val_00034055
American pika,https://en.wikipedia.org/wiki/American_pika,How heavy does this animal typically grow up to in terms of gram?,How heavy does this animal typically grow up to in terms of gram?,Numerical,121.0-176.0,0,0,0,infoseek,0,0,0,oven_05032867,infoseek_val_00034064
Roman bridge of Salamanca,https://en.wikipedia.org/wiki/Roman_bridge_of_Salamanca,what has this building crossed over?,what has this building crossed over?,String,Tormes,0,0,0,infoseek,0,0,0,oven_05013128,infoseek_val_00034112
Spined micrathena,https://en.wikipedia.org/wiki/Spined_micrathena,What is the closest parent taxonomy of this insect?,What is the closest parent taxonomy of this insect?,String,Micrathena,0,0,0,infoseek,0,0,0,oven_05039056,infoseek_val_00034192
Ellora Caves,https://en.wikipedia.org/wiki/Ellora_Caves,What country does this building belong to?,What country does this building belong to?,String,India,0,0,0,infoseek,0,0,0,oven_05011348,infoseek_val_00034248
Nephrops norvegicus,https://en.wikipedia.org/wiki/Nephrops_norvegicus,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Nephrops,0,0,0,infoseek,0,0,0,oven_05048826,infoseek_val_00034293
"City Palace, Jaipur","https://en.wikipedia.org/wiki/City_Palace,_Jaipur",What country does this building belong to?,What country does this building belong to?,String,India,0,0,0,infoseek,0,0,0,oven_05014595,infoseek_val_00034372
Chichester Cathedral,https://en.wikipedia.org/wiki/Chichester_Cathedral,What is the height of this building in foot?,What is the height of this building in foot?,Numerical,277,0,0,0,infoseek,0,0,0,oven_05013567,infoseek_val_00034435
Smilax tamnoides,https://en.wikipedia.org/wiki/Smilax_tamnoides,What is the closest parent taxonomy of this plant?,What is the closest parent taxonomy of this plant?,String,Smilax,0,0,0,infoseek,0,0,0,oven_05041726,infoseek_val_00034448
Elbphilharmonie,https://en.wikipedia.org/wiki/Elbphilharmonie,On what date did this building officially open?,On what date did this building officially open?,Time,2017 1 11,0,0,0,infoseek,0,0,0,oven_05025981,infoseek_val_00034482
Black-cheeked woodpecker,https://en.wikipedia.org/wiki/Black-cheeked_woodpecker,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Melanerpes,0,0,0,infoseek,0,0,0,oven_05030476,infoseek_val_00034523
Denali,https://en.wikipedia.org/wiki/Denali,What is the location of this mountain?,What is the location of this mountain?,String,Denali National Park and Preserve,0,0,0,infoseek,0,0,0,oven_04944614,infoseek_val_00034542
Acer macrophyllum,https://en.wikipedia.org/wiki/Acer_macrophyllum,Which geographic area is this plant found?,Which geographic area is this plant found?,String,Western Oregon,0,0,0,infoseek,0,0,0,oven_05038542,infoseek_val_00034593
Hudsonian godwit,https://en.wikipedia.org/wiki/Hudsonian_godwit,What is the closest upper taxonomy of this bird?,What is the closest upper taxonomy of this bird?,String,Limosa,0,0,0,infoseek,0,0,0,oven_05041598,infoseek_val_00034626
Didymops transversa,https://en.wikipedia.org/wiki/Didymops_transversa,What is the closest upper taxonomy of this insect?,What is the closest upper taxonomy of this insect?,String,Didymops,0,0,0,infoseek,0,0,0,oven_05045378,infoseek_val_00034683
Common kingfisher,https://en.wikipedia.org/wiki/Common_kingfisher,What is the length of the wingspan in centimetre of this bird?,What is the length of the wingspan in centimetre of this bird?,Numerical,25,0,0,0,infoseek,0,0,0,oven_05040778,infoseek_val_00034685
Whinchat,https://en.wikipedia.org/wiki/Whinchat,What is the closest upper taxonomy of this bird?,What is the closest upper taxonomy of this bird?,String,Saxicola,0,0,0,infoseek,0,0,0,oven_05032748,infoseek_val_00034754
